seqid	start	end
3	198630575	198630748
10	19036832	19037595
1	155961475	155961651
7	111082995	111099278
8	86698568	86717636
10	24063217	24063451
4	104830643	104839998
5	96630397	96634260
5	55816251	55817212
4	52260723	52276666
1	107011615	107026864
7	103805470	103829119
1	74124338	74126992
7	588567	589173
7	588567	589173
7	146282917	146283250
7	146282917	146283250
6	160328875	160331135
5	108943553	108946201
5	127261769	127262155
6	96028419	96028570
1	127939902	127942135
9	119603852	119603996
4	221341966	221342400
2	84916232	84918727
1	35370670	35370802
2	72127261	72145261
2	39134068	39134386
3	51122148	51122186
1	237378492	237385575
8	108604494	108604726
8	59229256	59231501
1	128574445	128581445
9	29232826	29236754
2	210623514	210623582
5	111004331	111008647
6	160677474	160677721
4	157727676	157727743
7	87900311	87904088
5	158088154	158089077
5	158088154	158089077
5	114635881	114636566
1	124163025	124163114
9	52521593	52531445
8	180259636	180260089
9	48497766	48514957
10	128289992	128290829
2	92045094	92052176
6	98814496	98842743
9	83229270	83230705
9	83229270	83230705
8	81922406	81937732
9	113899576	113913521
4	165014571	165014700
4	165014571	165014700
4	20251857	20253527
1	291517231	291517753
5	108360281	108377403
3	151299312	151307372
6	28314673	28318549
4	143233929	143234552
10	91931037	91931219
8	98065265	98078854
8	98065265	98078854
4	93945770	93951343
4	93945770	93951343
7	134054862	134059205
2	133230186	133230487
5	202716084	202731686
1	219322890	219323314
7	169402601	169415611
9	81292634	81300010
4	182507880	182508404
9	36231959	36232695
8	27445302	27446302
8	27445302	27446302
8	27445302	27446302
10	25759572	25770866
4	82776287	82788457
8	72427772	72430781
7	47763132	47763250
8	154403642	154406672
4	185785799	185806108
5	20557787	20557846
1	221286864	221287537
4	163672032	163673023
1	127304950	127332812
3	50880326	50881976
4	103436303	103436972
5	30999227	31011545
9	42908934	42909256
3	109703629	109705537
3	109703629	109705537
8	43088657	43113621
4	218470677	218473286
6	54075708	54077708
10	58037378	58045504
2	119637627	119644051
3	143580005	143600875
5	94313297	94315359
7	151055144	151055439
8	70581141	70584818
3	182681012	182683981
4	9686441	9698890
4	238687417	238687475
1	99428699	99430634
4	230673858	230674157
4	114860807	114867423
5	25078224	25095681
5	57574803	57585604
1	77100072	77104980
7	17784056	17791884
7	170169236	170172711
4	89310399	89310473
4	96689367	96691270
4	96689367	96691270
9	156231143	156240812
5	112769598	112770164
10	97765981	97766271
2	98153245	98158853
8	43156475	43157328
10	34003870	34004708
8	89256201	89256374
6	86792127	86792220
6	136564387	136565023
6	85242696	85243822
4	107938345	107938487
3	61536282	61538917
4	90020811	90020987
6	102119024	102132360
7	32724928	32725001
10	121702512	121702576
2	153432388	153442419
4	177119215	177123121
6	7198188	7212252
5	29155355	29163487
8	67441605	67454408
1	226787755	226807369
8	141606831	141606941
1	284472428	284473011
1	130097263	130101394
3	100043838	100045420
4	107262859	107264714
2	240770392	240789084
4	112267088	112267211
2	78630966	78634194
4	107944022	107945844
8	90270773	90272883
7	13144887	13146046
8	178939464	178943756
2	167812317	167813795
1	108696046	108705126
5	107400415	107402759
3	121779188	121779458
4	126656416	126658243
1	214954133	214955432
7	15638627	15639604
5	100070997	100085069
4	43235869	43236132
4	31948573	31956504
5	120720730	120751821
7	59139529	59140384
3	178413053	178424687
10	19256796	19264331
4	27946699	27952252
4	27946699	27952252
4	208314520	208314600
8	22213360	22216557
2	214268724	214269053
2	238544865	238546786
7	119061828	119071411
6	46761370	46762035
1	135030515	135033012
3	117385794	117385809
5	38033522	38040833
10	20235323	20250017
6	166850284	166850435
7	153088053	153092828
10	79897366	79899981
4	117723070	117724610
6	103271368	103271766
6	103271368	103271766
3	105151367	105152437
9	83248401	83249064
7	40995760	40996424
9	125825305	125839778
7	168105696	168105818
1	198887754	198889326
2	86924205	86925872
9	71387274	71400173
10	121713323	121713747
9	88053170	88053753
7	63115757	63117781
1	212658683	212658772
9	6568816	6570851
9	6568816	6570851
8	107019259	107024484
6	45697367	45697911
6	18694391	18695742
6	18694391	18695742
7	40740620	40744804
7	123647042	123648784
8	55680669	55687100
5	168163190	168168220
10	73127215	73133309
5	27324845	27326262
4	40338861	40339618
4	40338861	40339618
4	106586731	106587400
7	105074441	105074741
3	135605991	135628907
B73V4_ctg65	327794	327874
2	69679559	69679877
10	71748542	71748596
1	97252955	97253085
4	233114608	233115082
4	141229159	141229272
4	53303317	53303857
1	246075463	246076741
7	27575406	27576297
6	124173061	124174007
7	30056156	30056540
8	58507665	58537355
4	182212512	182218606
4	1343096	1364422
7	135534620	135535588
4	10486611	10486690
B73V4_ctg189	35164	35903
10	4277840	4278290
2	205554618	205556141
1	122599457	122599615
9	64061898	64061937
9	37747847	37751466
5	48920638	48925099
7	143241630	143241957
5	102647923	102648337
5	80747718	80754235
2	15059826	15059964
5	31030398	31030550
2	57299768	57299909
2	87439133	87443753
1	133530820	133534729
2	6781707	6781921
7	68871400	68872932
2	233023513	233027275
6	58600506	58619714
4	209913505	209914015
5	80300924	80303509
2	231824416	231854016
4	15259594	15275583
5	30876222	30885582
2	155445332	155458152
7	149956325	149965141
5	148435190	148435514
6	107042813	107052083
3	5388575	5388891
2	224245236	224245420
3	67599326	67613994
10	150830016	150830231
10	150830016	150830231
5	218055561	218056181
2	33646662	33653149
4	215245277	215245470
10	56217708	56218642
3	72881734	72882008
4	227188167	227197719
10	57565736	57566441
5	185642558	185658535
6	29827130	29845865
5	113218380	113225208
6	8707906	8734237
9	151011924	151012106
6	56492624	56499901
7	33754110	33762451
1	12763496	12764657
1	303259967	303260381
4	26268539	26269975
10	123639134	123639665
7	44647730	44681144
9	22296328	22313134
9	22296328	22313134
10	79881306	79894432
5	97013884	97015283
2	182301912	182315262
4	84906118	84925233
7	7294573	7295464
5	32503389	32517440
8	102738143	102738781
5	121113949	121115498
3	162716605	162717006
1	48103834	48103908
4	221060770	221061050
4	101515222	101516563
1	126867990	126878107
8	150521293	150521435
7	64519655	64519770
4	137782682	137810717
7	87904538	87907235
7	52251978	52261017
6	83688522	83688590
4	46009033	46014152
4	185838164	185839995
4	185838164	185839995
2	78352524	78357252
5	110894245	110895985
1	10070356	10070500
1	15175099	15175182
9	51234535	51240417
9	51862940	51870345
6	69929933	69938326
6	127483779	127483930
2	129386528	129386738
5	190349891	190350000
2	72171712	72198047
8	1419530	1420067
8	1419530	1420067
9	57669101	57671181
3	152492617	152512641
8	44076743	44081280
5	111372695	111373712
6	70869547	70902245
4	82515255	82515440
5	116571761	116578946
1	254490115	254503741
10	57044953	57045259
7	58181557	58181629
9	123505819	123518185
5	88944837	88954648
4	79154845	79155389
4	111891420	111902551
1	163006429	163007372
6	139090399	139090501
4	217354050	217364831
8	92236133	92241484
9	81543893	81547331
3	40358266	40384951
4	38643357	38680260
1	257199273	257214345
1	242959655	242966316
8	63517187	63519689
4	74874072	74874441
2	61418169	61425116
4	117675268	117676066
7	171484719	171484792
7	167988039	167995025
3	184919967	184920115
8	58353087	58355608
10	16755441	16762544
8	99609449	99610275
4	149043205	149043601
1	278611693	278611982
7	118931485	118932236
7	84645158	84647457
1	41579696	41584890
1	101432256	101434020
1	101432256	101434020
6	142628493	142628921
6	142628493	142628921
3	93559939	93560050
B73V4_ctg182	982367	1020112
3	44347890	44372125
4	171184670	171185084
5	97688099	97688374
B73V4_ctg10	791777	795652
B73V4_ctg10	791777	795652
4	117697227	117712639
8	92706415	92707655
2	11560510	11560647
3	224449467	224449954
5	101431657	101431727
4	29849512	29849741
4	50014392	50015176
4	230386070	230386454
3	211914271	211932752
4	40349947	40351925
8	44373264	44377108
B73V4_ctg181	1	13896
3	112229677	112234740
8	14473317	14473509
4	197802080	197810597
3	120634120	120650380
3	90022957	90029632
2	155923537	155925132
3	125433071	125435230
6	127392940	127393688
3	227210387	227212018
5	166628105	166633589
8	77446150	77455782
B73V4_ctg240	42314	42498
4	199113360	199113582
4	127792236	127792804
2	243286615	243291492
7	145323231	145332416
2	149991124	150005102
8	29403503	29403940
2	137843574	137852982
5	31815642	31816327
1	280848905	280872033
3	67490865	67492078
5	175764098	175764433
10	52752152	52762651
4	165449209	165449446
9	48378103	48378260
8	100729937	100730021
1	77619297	77619939
6	79251378	79293469
4	170299127	170304560
2	25761133	25761303
3	182686777	182699687
4	66776094	66776310
2	151363771	151364083
7	75637048	75639931
3	79713592	79715564
6	47433292	47436423
1	74384108	74409704
2	69492843	69493781
2	69492843	69493781
7	173944027	173950765
7	173944027	173950765
9	10264121	10274842
8	49783482	49784434
8	49783482	49784434
8	124016930	124027166
7	104332705	104340162
5	114275522	114277454
3	128686291	128686509
4	117271467	117272902
5	194912970	194913943
4	195718450	195718982
1	56224159	56226062
5	115713126	115719779
3	156256940	156273072
2	90472108	90472802
4	886620	887101
3	207360155	207360606
4	84936782	84938148
4	84936782	84938148
9	66126581	66128473
1	212336825	212346893
1	210100512	210101344
6	16818122	16818843
4	92518959	92523605
8	110778928	110778991
2	167030313	167030898
5	141309391	141309632
2	53817185	53823904
1	108331212	108341097
1	193564451	193579933
1	208336989	208341999
5	55289459	55290903
8	57306575	57307204
2	136234641	136234768
2	52618202	52632987
4	23832732	23833696
9	84016053	84023816
8	141237124	141246584
4	20784422	20784552
4	214366848	214367494
1	36960097	36983032
3	70579469	70584232
3	105395090	105396871
7	64223108	64233111
4	209757455	209760522
1	7186544	7201375
1	7186544	7201375
4	165856136	165863099
5	68839162	68839645
3	87880593	87881318
4	200546206	200546310
3	60115436	60117599
10	21498198	21498264
10	21498198	21498264
10	30983410	30988938
4	29890134	29891752
4	29890134	29891752
4	91613727	91615611
4	234468435	234468595
1	258796874	258805507
8	140558483	140559937
7	6868802	6871426
2	136335695	136336311
2	136335695	136336311
7	150450361	150450861
8	45034465	45038766
1	147533736	147533917
6	114053608	114053753
4	14882756	14884637
3	101881648	101889091
4	201890993	201903785
1	135720747	135723716
5	123189972	123190170
10	45544056	45563838
10	47142990	47144213
4	143815042	143817937
5	52422816	52431900
1	161877395	161877515
9	26090339	26090448
1	151505340	151506255
8	83115621	83123104
8	56262868	56269952
4	29959992	29964820
9	20935987	20950651
7	105015154	105016592
4	20179406	20181008
7	162142115	162148871
4	14384272	14392076
B73V4_ctg109	65691	68479
4	97584532	97585791
3	107568721	107575960
5	17815694	17815806
2	90579329	90579421
9	76305351	76306706
4	43071029	43079248
8	180090569	180093559
7	103023517	103024224
4	224119827	224128842
2	48965838	48967711
9	22207148	22210353
10	114421709	114425138
2	25225213	25226950
10	63132054	63148141
5	46758596	46759336
2	186887929	186890571
8	82576105	82577522
6	57220579	57228598
2	161942920	161946447
9	65307945	65308949
6	131658769	131671065
6	70436868	70437432
1	270692538	270693086
5	127519045	127520759
4	43235705	43235814
5	10903784	10904332
5	117740578	117741529
8	5164136	5168985
5	110749225	110762900
6	158285771	158293401
3	231821389	231821911
1	249921106	249956704
2	93186820	93188229
10	58348066	58373376
6	157426106	157426800
2	18088713	18088814
4	9808135	9814524
4	74370965	74380157
8	60974244	60974551
3	208430212	208443120
4	125449510	125449812
6	39573328	39574292
1	139928958	139930816
2	104972275	104976197
3	186413158	186435797
2	136866046	136869698
7	87419279	87423264
4	102080934	102081210
7	10437207	10444573
10	145694079	145703561
8	12579379	12586333
7	75402798	75411752
1	140623883	140630815
7	103675061	103682414
2	148068959	148074711
8	55888495	55906978
6	135901425	135901642
10	149537641	149537851
3	108890578	108891968
8	49632826	49640791
1	238523958	238542585
4	110353670	110355722
4	110353670	110355722
2	3827443	3830588
B73V4_ctg2729	13961	25159
7	16812642	16816335
7	16812642	16816335
1	224919654	224919808
2	104566785	104567075
3	162405431	162420600
5	178565911	178581599
3	35171430	35187840
5	176920477	176921013
7	155384798	155385179
1	158175142	158182872
8	16857921	16859794
1	242314681	242322088
4	155428702	155432116
9	85229413	85230433
2	122723376	122732584
4	35565110	35565750
4	93586247	93588768
1	282185698	282186024
8	31681398	31689716
2	18018935	18019053
2	3790475	3790619
10	90561140	90570664
3	51121754	51121855
4	44468216	44475430
2	7390593	7397503
7	60589354	60589531
4	160351817	160361212
6	69183152	69183847
1	169606352	169607257
4	39647671	39647749
4	103594449	103598860
B73V4_ctg182	1126742	1131684
5	150760963	150772530
7	73097555	73100390
4	202970211	202970471
8	172905046	172905892
4	74830091	74842240
7	77530289	77539457
8	111910890	111911220
3	81840280	81857695
8	173748634	173748711
8	21943403	21943414
7	29814223	29814346
5	195946615	195948812
3	139183059	139199953
10	13529551	13530143
3	121360721	121369451
10	146984062	146997933
9	135636883	135637061
4	20970610	20981786
7	72329083	72363703
4	209123396	209123477
3	162071810	162088975
2	36191450	36218014
10	53771685	53772264
2	118622558	118647722
3	73052300	73062218
4	17264575	17278096
3	74533454	74534909
2	142384345	142384738
1	201854539	201863236
1	262247171	262247397
3	109112031	109113537
3	109112031	109113537
4	198363795	198364051
6	118608012	118613634
8	112505113	112505286
1	232490560	232491085
4	28449272	28477858
3	68167762	68168740
2	21001172	21003136
2	62291427	62319760
B73V4_ctg101	61713	62675
B73V4_ctg101	61713	62675
3	218519092	218519191
8	161551500	161551585
2	35868844	35878384
4	180242841	180274206
1	16775845	16776424
4	218269322	218270543
6	43458944	43470825
3	15272713	15279466
10	1948815	1952881
8	70085280	70085326
2	1476595	1477011
5	67614482	67626049
10	146321176	146321299
9	61430910	61431445
4	83094644	83095535
5	35028205	35049800
4	153999344	154002484
8	72902993	72903970
B73V4_ctg72	112675	113503
4	100482657	100483243
1	303821672	303821759
5	184671253	184671438
4	83262893	83278497
2	119755471	119759394
1	232787268	232787795
4	95348255	95352672
4	95348255	95352672
2	124853165	124854553
4	14800656	14810061
5	191606134	191606798
5	191606134	191606798
4	112105070	112105509
4	48699859	48700548
9	159413045	159413515
5	32952567	32952720
4	218890135	218896771
9	48875453	48886005
1	70585189	70586648
2	227223744	227223837
2	96472452	96472854
1	121274556	121276473
B73V4_ctg115	54318	70387
10	121920860	121921006
5	23712795	23713592
6	19668358	19670324
6	19668358	19670324
3	149844802	149849397
3	59355199	59356351
7	116637896	116647306
1	144290530	144303419
10	58466113	58466943
6	94202966	94203788
7	136414875	136415273
4	167621484	167634698
8	70005554	70005629
2	24957353	24957591
4	38242500	38245190
8	96730752	96730797
2	52377370	52395186
4	11609744	11610741
4	11609744	11610741
6	113831342	113832583
1	277213780	277213934
5	98770912	98772043
3	89654912	89656272
1	92199017	92205128
1	169591612	169592234
4	74332483	74332913
9	95677434	95726629
7	34145898	34145972
1	77705139	77722098
8	108335577	108343037
9	137810089	137810234
6	51177147	51177470
5	141633423	141634428
5	141633423	141634428
6	124429687	124429932
1	234314142	234315972
1	148440246	148440639
5	167454759	167455196
2	70060264	70061005
1	291494611	291494968
2	237086680	237086851
4	77893548	77894261
3	224389746	224390387
1	35137103	35137997
4	103820474	103820535
3	78144912	78145135
3	34506001	34517056
2	65545598	65545874
7	52566929	52575457
4	12355982	12356439
4	179431580	179431738
1	117028388	117031809
4	81655027	81655505
4	147229936	147230329
4	147229936	147230329
9	87678824	87683371
9	87678824	87683371
2	129576158	129576326
6	131314556	131320818
5	72230887	72235073
10	115361831	115363654
2	209078497	209092792
2	209078497	209092792
4	144869067	144870321
4	86266406	86267429
2	112619642	112620369
6	71221791	71229463
4	89755904	89784622
4	86217724	86218390
8	136708834	136714713
2	111816458	111821323
6	134100412	134107062
8	157875751	157887314
1	274885364	274885725
8	111857436	111858298
2	1891136	1895462
2	172521938	172529458
1	294861448	294865550
5	154844439	154871964
9	69926785	69927299
7	96540458	96544365
3	87346124	87364819
2	234707690	234708471
2	153340960	153347512
7	141229588	141229930
10	86002091	86002257
1	237968035	237968103
6	970379	982940
2	169817181	169817880
10	75120484	75122733
4	225841277	225841812
5	50068945	50071150
4	133619651	133629212
2	83631522	83635448
9	84955682	84955825
4	184550747	184550758
7	33185982	33199663
3	113728467	113730565
4	101432006	101432631
4	101432006	101432631
4	101432006	101432631
6	121748978	121749643
4	202640419	202656490
2	71612506	71619673
4	72144646	72144857
1	30398301	30421898
10	130419279	130419410
6	51213554	51220848
9	59091651	59108895
5	9396584	9420252
4	102043743	102043855
4	102043743	102043855
4	102043743	102043855
3	65728346	65751076
3	153578929	153590336
7	121285723	121286576
10	71786338	71786735
3	201802488	201802940
4	102124309	102125080
5	36903133	36903218
1	59262610	59262802
9	48224663	48232762
4	24591242	24592375
4	11695092	11710875
8	178930952	178931052
3	213495376	213498067
8	177702919	177702981
4	121181225	121181987
1	200580715	200581221
2	118158414	118160246
10	85312674	85323160
4	129131851	129134542
5	149187116	149189855
4	223592271	223592923
1	283353728	283366045
4	3230107	3230783
8	45996342	45997404
1	130988017	131041079
4	6752559	6752638
4	195611453	195612712
9	41293059	41293324
5	51901535	51901777
5	51901535	51901777
5	51901535	51901777
2	33083930	33084117
3	127201248	127209926
3	127201248	127209926
7	72091046	72091673
9	141800028	141800378
5	37218059	37221679
4	214983660	214983743
4	214983660	214983743
1	126332179	126334047
4	243430838	243433523
4	10833956	10833988
8	28155664	28174824
5	7766126	7768567
1	152734328	152734838
1	152734328	152734838
6	49121140	49121597
9	51428561	51429336
9	18027272	18027326
10	64214649	64217522
6	66969029	66970174
2	65518956	65540027
2	141836011	141845493
8	59259047	59259944
7	165564753	165567388
7	165564753	165567388
8	55107738	55107837
5	218452961	218453490
6	20832137	20847260
10	24495677	24496040
10	96122293	96122344
6	125856810	125857361
1	212838992	212839694
10	104071251	104075852
8	77948662	77962076
5	17563619	17566127
9	36752040	36753088
2	1337827	1338798
1	128696653	128704054
8	22565468	22570047
2	122773007	122784394
5	176035461	176044008
4	127751521	127752557
5	86311001	86311500
3	38748217	38754627
2	211910091	211925588
10	2713339	2723006
4	171571376	171584189
1	29897090	29897614
1	29897090	29897614
8	97240697	97241372
9	1764121	1766223
8	96392693	96396606
4	100204326	100211886
3	57011436	57016939
4	179116771	179116935
2	159611095	159624397
1	225529089	225529508
7	10475842	10501119
9	62331258	62339727
4	193291738	193293366
10	10204878	10205079
1	109801280	109801318
8	51075756	51083978
1	137534254	137540469
6	107042147	107042543
10	8061817	8062880
8	78234346	78251661
4	58514153	58526969
3	97074455	97103693
6	42597970	42603394
2	81507047	81507352
2	81507047	81507352
2	89151025	89151510
4	222028873	222031966
4	222028873	222031966
2	74706680	74708117
3	42828958	42829181
4	205025974	205026391
3	116249228	116251275
7	42644368	42656573
4	13098049	13119599
4	101303728	101303766
5	149818987	149819098
9	55119166	55121153
2	233088593	233089358
2	233088593	233089358
8	69540678	69550136
1	170815960	170839730
5	126407401	126413693
4	207166897	207168327
8	63533411	63537606
7	61358630	61359115
4	224839995	224840318
3	134693842	134694099
1	186020866	186031242
8	11212736	11212877
10	39812638	39832488
4	12749563	12757006
6	86006738	86006944
4	51557354	51557688
8	42430429	42430936
4	150680118	150692899
2	83868080	83882969
4	237103998	237107059
9	139881996	139882654
6	124289344	124301856
2	220839257	220845945
2	177013552	177023929
8	150248637	150248694
10	66551159	66551688
4	22621686	22632266
5	106740482	106742139
7	110347752	110351021
1	58865147	58865209
9	57917664	57917859
8	49272133	49281716
8	177032482	177032758
8	32715885	32720069
6	136005987	136006092
1	36740330	36740966
3	124138693	124138955
2	27279028	27279479
1	29401825	29402224
1	95398504	95419518
2	100101055	100109349
9	92437264	92445841
6	45904174	45911522
7	162218931	162229763
6	164063363	164064188
5	54180977	54183050
5	54180977	54183050
2	118756951	118761158
8	171569689	171583353
3	61552731	61556784
7	146908374	146914404
4	209504086	209504484
4	78114356	78129297
3	85025177	85031967
4	230075410	230090437
9	141795211	141795560
5	153022222	153026278
4	117372876	117387111
2	103658120	103665068
2	151761876	151796828
7	164972178	164972379
1	66981118	66997857
2	122954459	122954691
4	110156300	110157693
4	10568026	10581833
9	132411377	132411568
9	99712950	99739792
8	29917377	29919668
5	162071075	162075077
5	162071075	162075077
1	141021406	141023318
6	111532663	111532948
3	161075873	161086731
6	123829858	123830523
4	118778939	118786947
1	122671963	122696022
4	102726116	102727465
8	12927755	12933661
1	99090517	99090743
6	82031568	82031717
2	29639734	29640163
3	99715916	99735224
8	103041007	103045058
8	140331588	140335982
8	143354417	143354731
1	67694955	67697364
8	95065666	95066081
3	34197703	34198059
7	14118220	14131883
10	21643338	21644423
6	55404602	55408212
6	48669234	48669802
4	114704494	114706487
8	76682444	76682999
8	76682444	76682999
3	47273569	47273643
4	116021474	116022883
4	116021474	116022883
4	116021474	116022883
4	10549720	10550079
4	60190976	60191656
2	91001496	91029381
4	76680441	76681319
7	15069308	15069419
3	208750229	208757597
2	206253480	206256432
2	215001213	215001336
5	169785494	169791660
5	127958770	127978949
7	52040664	52040718
6	69883597	69884183
6	69883597	69884183
2	183175856	183179380
10	58545293	58545775
10	58545293	58545775
1	86240739	86241709
2	140292594	140293957
4	161353377	161353871
4	13802271	13805348
4	207944495	207945261
2	241568770	241568817
6	103764758	103770720
9	99473333	99473423
6	123306933	123307164
2	125769581	125771071
8	52572995	52576974
2	200659756	200659828
2	200659756	200659828
4	215020731	215027471
B73V4_ctg65	513268	514164
8	165495668	165495769
1	66664246	66667791
4	168535645	168549627
9	132379228	132382850
9	132379228	132382850
4	124333326	124338992
4	30653101	30653248
7	102977531	102985156
5	142211012	142217226
4	167273581	167273628
8	159701652	159702274
8	159701652	159702274
4	179467881	179470571
1	34715451	34756518
7	102846632	102847767
6	100433093	100459526
10	29821367	29821612
3	162901135	162901751
4	17193714	17195264
4	17193714	17195264
4	17193714	17195264
2	100496764	100511237
6	17540724	17576554
1	27826419	27827921
6	106359718	106359905
1	212483123	212483177
1	13068064	13069386
1	220172790	220173858
7	102306136	102306787
9	1488337	1507469
10	112550037	112551909
7	7066286	7081596
2	232615900	232617459
2	232615900	232617459
1	293149766	293149931
B73V4_ctg30	21526	30955
4	192101715	192114679
1	77385675	77387585
4	39432877	39433612
4	39432877	39433612
4	39432877	39433612
9	42100524	42100666
2	175783832	175784183
9	1739145	1743835
9	1739145	1743835
7	156007302	156014828
6	14907696	14910181
1	205252362	205252533
4	85114468	85116476
4	46906510	46909066
9	130218295	130218560
4	238964145	238964617
4	50369697	50370114
9	62305574	62307088
5	128419868	128419953
2	116899340	116908314
2	43131946	43141438
2	185048521	185053596
4	204137897	204138301
4	204137897	204138301
1	113833316	113844258
1	113833316	113844258
4	193641556	193649830
1	131850079	131857503
1	131850079	131857503
9	39118271	39118552
8	61426229	61446061
1	131253901	131263925
1	190420692	190421081
4	188103323	188103869
4	17094650	17094784
2	7059971	7060054
9	135457315	135478443
3	130053997	130054301
3	194161398	194171204
3	30603800	30605826
9	44046486	44046682
4	233335569	233336805
4	200269693	200273517
3	125713221	125713276
1	194450498	194476676
4	116034246	116042223
3	92417007	92417606
3	76438603	76441195
8	143359172	143359787
4	131296142	131304139
4	131296142	131304139
4	41110364	41112448
4	92053732	92061305
1	214893367	214910243
5	87262629	87263663
8	10695796	10724021
7	82174515	82179950
1	96215127	96215401
5	215928584	215942114
10	129403859	129408550
9	45197660	45202453
9	143540073	143541921
8	65221640	65222075
7	33510952	33518683
4	114544730	114554003
4	29666244	29673684
9	117231136	117254758
2	91442222	91470036
9	90260899	90274931
3	104446333	104463769
3	86745240	86757545
4	43818514	43825197
1	183607651	183607986
2	180652414	180652588
2	177037322	177041280
4	15300781	15301007
4	4637163	4637699
3	33729618	33738283
3	33729618	33738283
9	83435628	83437955
10	88967581	88990066
3	185849746	185852350
3	185849746	185852350
4	98939994	98942991
4	22982658	22982908
1	70310684	70310997
5	152234	152305
6	51330250	51344660
4	130495003	130507731
1	25196165	25202727
2	147062686	147063775
4	200846674	200846790
1	292678901	292685001
2	171829258	171829903
10	76973141	76979881
1	141247214	141250701
6	85433506	85433579
7	50486761	50501443
6	40528343	40551284
1	211200860	211214029
8	50299605	50302207
1	111871609	111871943
8	113422387	113424567
9	57766560	57776216
9	84543368	84575888
4	91471162	91472763
6	102136160	102137943
1	26897818	26897989
2	177407098	177416043
4	240966252	240966343
3	52825178	52832530
2	54594136	54599787
6	22468035	22468052
7	31844731	31881391
5	54277481	54282027
4	182825670	182825827
3	185747990	185748203
6	153550120	153550186
4	152553589	152553964
9	79065691	79074971
7	103169215	103172113
2	10831539	10831734
4	198629771	198636551
8	101783670	101785151
7	56085293	56085556
10	97527909	97528858
3	125907486	125908151
3	51202258	51202532
4	181322290	181343373
4	181322290	181343373
