seqid	start	end
7	126360779	126361001
9	84003182	84003358
1	79084270	79084833
3	49693364	49693524
6	121911350	121911868
8	3689012	3689346
9	8139342	8139416
9	104675201	104675273
6	30247474	30247654
7	95235790	95236026
3	27839121	27839308
5	42664333	42664690
5	163309235	163309423
5	201869241	201869966
1	301047575	301047764
B73V4_ctg88	17690	18268
9	20040046	20040137
8	3208842	3209111
7	23322993	23323128
2	29300900	29301063
3	12397099	12397231
5	212495714	212495909
2	161362323	161362633
3	205314617	205314812
6	135901236	135901400
6	143920254	143920598
5	29537328	29538844
3	4279658	4280200
9	97434627	97435031
10	143576885	143577068
6	154043130	154043228
6	83688522	83688590
6	97861495	97861793
7	40417681	40418037
3	126081636	126081817
1	189500208	189500387
9	15110283	15110350
1	20028438	20028559
8	89726441	89726755
10	67766630	67766929
8	90232190	90232360
3	231754505	231754656
9	150028150	150028650
1	234266736	234266865
1	218155887	218155959
6	157652246	157652777
1	4839759	4839886
6	46291382	46291514
1	84232731	84233253
6	143575052	143575283
1	16719960	16720249
6	164159411	164159826
8	179534466	179534667
1	302448037	302448331
3	190292084	190292148
3	222850442	222850764
2	12555173	12555218
10	68428223	68428364
8	150212314	150212497
3	25797033	25797229
2	232675093	232675253
1	68098972	68099147
8	48840428	48840548
9	141083301	141083706
5	217553598	217553710
9	128702098	128702287
7	161202041	161202266
1	300940214	300940368
3	195847498	195848059
7	126084848	126085108
3	211083107	211083439
5	181720102	181720200
5	132180413	132180884
9	8832111	8832230
5	219991935	219992122
1	16296839	16297055
5	139511682	139511725
7	51992040	51992259
2	227546644	227546762
6	91286664	91287215
7	151797793	151797904
5	170421571	170421610
9	109858601	109858737
10	98423276	98425489
1	230038115	230038338
2	184882956	184883601
8	97540052	97540414
9	131007786	131008026
5	187216300	187216432
2	213100387	213100738
7	146827742	146828110
3	132944399	132944640
8	5125869	5126095
1	203405975	203406069
5	53119746	53119898
7	95802322	95802511
3	224230903	224231421
3	202324332	202324440
9	44943098	44943260
7	147161969	147162061
1	131283472	131283702
2	184487287	184487649
6	73802095	73802271
6	101220515	101220600
3	182666175	182666262
3	228768560	228769255
7	134480010	134480224
6	103101697	103102222
2	18839726	18839999
1	70971227	70971411
9	28123404	28123593
7	14109951	14110248
9	155284451	155284558
7	115457360	115457422
2	14128743	14129297
3	175236901	175237060
1	208506436	208506592
3	149057441	149057590
2	2111598	2111676
8	75938349	75938483
7	102656017	102656150
10	3993314	3993673
8	122649976	122650164
8	13137141	13137320
10	12475218	12475496
7	168263061	168263190
10	116550634	116550696
7	6118908	6119194
10	116791520	116791985
8	174470721	174470841
3	227714826	227715059
6	159333708	159334243
2	219878060	219878629
8	147774778	147775340
3	180828667	180829247
3	178941001	178941057
3	19196205	19196269
10	79431541	79431650
8	153167837	153167944
3	27408211	27408469
7	176611596	176611760
B73V4_ctg35	46823	47028
2	161528951	161529346
8	6172490	6172908
1	233728336	233728532
8	13132308	13132439
9	8480585	8480749
8	170724574	170724698
8	26315659	26316026
10	58228777	58228880
2	212460236	212460610
5	18827866	18827972
8	64735869	64735979
8	164687875	164688054
1	195842249	195842690
2	134776436	134776609
1	236903740	236904433
1	26006935	26007046
3	199607304	199607616
7	39901955	39902138
5	213827721	213828007
3	33427450	33427565
7	11246267	11246397
1	170190531	170191149
2	45424575	45424803
2	184326589	184326851
8	10487978	10488401
3	215518820	215519098
7	178892155	178892368
7	38212594	38212966
6	165529206	165529391
7	162499890	162500821
2	8142297	8142360
3	17167685	17167964
1	31682519	31682854
3	204985874	204986013
2	206079226	206079405
6	164063363	164064188
2	210087109	210087381
7	178893327	178893616
5	183342682	183342900
7	167282050	167282245
10	143203543	143203638
1	24066389	24066509
6	173223117	173223733
8	179585256	179585414
6	101164466	101164604
2	217434144	217434484
1	197922964	197923202
3	32971823	32972174
8	21744059	21744106
7	20417243	20417552
3	10860242	10860862
3	224212408	224212687
3	61276682	61277451
5	214079621	214079923
8	180159453	180159919
1	156211143	156211375
8	84947423	84947717
1	287869833	287870420
10	139272554	139272704
6	92811478	92811786
6	144243350	144243594
9	141395623	141395820
2	4136981	4137154
6	133730971	133731553
2	23201484	23201703
1	301649542	301649673
9	144139189	144139332
3	29194670	29195251
5	192193866	192194282
7	173711454	173711696
8	179124515	179125002
8	16608731	16608862
3	191716865	191717050
7	126458297	126458372
5	159628200	159628392
7	180296401	180296434
8	93234962	93235117
5	204123969	204124215
1	195096374	195096529
1	276982661	276983323
10	6338676	6338848
5	23179810	23180414
10	97200704	97200932
8	156210953	156211124
3	182591326	182591510
5	61272360	61272435
7	157598360	157598714
9	5535155	5535220
B73V4_ctg101	47339	47403
8	106231077	106231130
1	293314365	293314653
10	131477590	131477723
1	237643020	237643185
10	74426075	74426262
7	180327747	180328316
1	230204614	230204814
2	187930234	187930416
10	116106164	116106293
8	18205421	18205479
2	8755125	8755240
2	33481375	33481472
1	31208341	31208549
3	36818175	36818602
7	160045140	160045425
5	219165998	219166234
3	223172254	223172348
9	111136057	111136334
1	98598363	98598427
10	59005096	59005401
5	16003190	16003318
2	181043605	181043838
2	34000417	34000477
10	9040014	9040256
B73V4_ctg75	241688	241823
1	37166232	37166333
9	140342083	140342320
3	6934666	6934755
2	90158126	90158190
2	178016739	178016869
1	18290420	18290510
5	2461449	2461803
1	231633743	231633962
1	98158862	98158974
9	65249422	65249881
1	250149346	250149635
1	306893953	306894055
1	120813861	120813993
2	211252811	211252923
9	152254463	152254705
10	56624672	56624857
5	60953105	60953344
7	71711777	71711860
5	6196468	6196632
1	248672120	248672420
3	200980124	200980240
1	259335920	259336245
1	270122215	270122263
2	91149421	91149555
2	215850812	215850930
8	66191634	66191894
2	175657344	175657908
3	176927857	176928065
3	219882385	219882488
10	64875938	64876074
8	162653774	162653902
9	106734026	106734162
9	145296474	145296815
8	176325972	176326513
7	156222971	156223189
3	208722711	208723031
1	269773751	269774181
5	192001394	192001574
1	94203710	94203842
7	30733478	30733625
5	170982858	170982968
9	1336347	1336603
7	157734137	157734510
6	157098568	157098688
6	100152443	100152573
8	68479423	68479649
3	190621735	190621947
6	74853453	74853855
2	218552366	218552505
2	189578412	189579037
3	196691837	196692027
2	107044283	107044454
8	118010136	118010523
5	167687292	167687867
7	80583142	80583402
2	214799339	214799630
1	274192131	274192185
9	143807475	143807569
10	105676791	105677257
8	103791767	103791945
7	101301866	101302157
9	151498765	151498889
8	14258239	14258390
6	122768681	122768858
1	17939564	17939792
6	119164958	119165271
3	9902482	9902694
8	178624538	178624658
8	119428956	119429005
6	114788143	114788766
7	111548306	111548654
10	133776626	133776856
2	142391902	142392043
5	29710468	29710742
5	3736224	3736500
6	133279153	133279246
1	196128183	196128650
6	34095090	34095257
7	178325015	178325138
1	256580132	256580697
1	168747505	168747700
B73V4_ctg102	44910	45914
2	191474016	191474154
5	119757840	119758032
3	220127858	220128108
1	286488130	286488280
7	10829233	10829414
9	110936213	110936353
5	174139483	174139745
10	149187719	149187905
6	163650765	163651041
10	86577065	86577579
7	98450843	98450888
7	86605972	86606258
1	12438456	12438769
1	245437654	245437812
7	51988247	51988485
6	157593876	157594016
3	109347876	109348449
7	13596525	13596648
7	98099755	98099895
1	197393010	197393161
10	7857208	7857400
5	7709779	7710010
2	60738301	60738433
2	88546778	88547051
10	81064214	81064375
1	240545230	240545806
5	221879365	221879542
1	18605281	18605384
1	215551010	215551324
2	205437420	205437748
6	151550020	151550614
10	5039811	5040139
7	162523608	162523728
3	122848114	122848356
1	303728903	303729415
7	9622915	9623047
6	158369324	158369678
10	127674578	127674716
1	261919157	261919308
7	149124720	149124846
2	229446700	229446793
5	151217682	151217774
5	174196950	174197095
2	169449362	169449703
3	182852278	182852339
5	4427272	4427399
1	73438089	73438348
10	124628967	124630221
6	122132058	122132181
8	16002107	16002298
1	66100282	66100402
2	25895481	25895575
3	138216878	138217170
2	194909025	194909196
10	138086915	138087033
2	200917304	200917430
1	165214362	165214687
1	176147377	176147638
1	10259802	10260088
2	43906324	43906598
10	84949512	84949645
3	44113534	44113915
2	227436678	227436834
1	217984604	217984674
3	31618735	31618888
2	188005019	188005382
1	51834669	51834814
6	141052607	141053000
3	198390677	198390834
7	8620001	8620063
3	148625881	148626349
9	142284506	142284907
3	64292155	64292353
9	147129249	147129463
6	164204163	164204324
3	205116555	205117321
1	253354785	253354972
3	215538091	215538626
6	35969187	35969383
10	31677740	31678993
1	227866308	227866482
5	210097269	210097648
2	235934326	235934615
10	130926583	130926723
5	131523272	131523638
2	231322756	231323039
7	149691112	149691298
1	39241831	39241888
2	202907265	202907715
10	56651275	56651498
6	162593926	162594007
1	191524863	191524999
1	297420407	297420642
6	165223219	165223307
5	163057974	163058075
1	199834028	199834512
9	154292351	154292400
3	126866254	126866404
3	31921492	31921653
7	9480910	9481036
8	5402855	5403025
1	176348793	176348925
3	186602993	186603293
5	9157911	9158042
1	86023889	86024018
10	116650125	116650307
9	93179438	93179665
5	4792808	4792993
7	3974835	3975112
1	76776243	76776385
5	136805396	136805579
5	3947651	3947835
1	274772893	274773107
9	148184993	148185298
3	19080966	19081073
2	242366720	242366824
5	11838804	11838917
10	140498974	140499091
8	15200927	15201010
3	29422395	29422755
9	152919839	152920035
3	178079486	178079658
5	994793	994823
3	37857254	37857516
1	11132997	11133169
8	162249450	162249629
10	145641924	145642051
1	277200847	277201229
3	6932725	6932960
10	104026771	104027053
8	158767554	158767692
2	154827904	154828106
9	154055778	154055911
2	151963670	151963809
3	195046567	195046689
2	226752892	226753081
10	69655607	69655772
B73V4_ctg11	78916	80612
6	45619994	45620461
7	25940445	25940551
3	40860839	40861059
1	52296643	52296867
7	29755784	29755972
6	73401325	73401550
2	199685062	199685414
5	158888650	158888986
1	223040195	223040328
3	175445583	175445820
5	193883039	193883177
5	22532589	22532721
7	906139	906369
5	104221865	104222034
10	18998887	18999026
8	9261605	9261737
2	2116800	2117122
6	165729382	165729484
8	168538591	168538850
9	142495318	142495661
3	193019857	193019903
7	22570256	22570437
10	143796972	143797146
7	137379866	137380218
6	150155336	150155479
1	285245218	285245350
2	24238662	24238818
1	225786616	225786791
2	206072171	206072286
9	158813664	158814084
6	105533012	105533122
1	161370205	161371335
6	160671704	160671959
3	7087463	7087786
1	184280881	184280970
3	150543386	150543478
9	28047810	28048379
6	144644335	144644446
7	5600862	5601104
5	209507423	209507659
5	30099950	30100122
5	216174833	216175021
1	293104520	293104703
8	131663939	131664208
5	184660219	184660339
7	137986086	137986544
2	220643589	220643896
3	48735707	48736469
3	174887539	174887668
1	32078404	32078489
5	61859383	61859638
5	166130391	166130498
8	6550510	6550740
5	107748332	107748413
6	88964263	88964597
9	159507180	159507368
8	180646870	180647220
1	109990765	109990926
6	164647580	164647796
9	146766177	146766554
3	201894592	201894776
1	236814086	236814218
1	13902365	13902412
2	38190089	38191007
8	173740153	173740286
5	10861350	10861646
3	209663086	209663250
8	24717561	24717692
2	19968129	19968251
10	67965758	67965914
7	150013800	150013924
3	178925457	178925647
5	196630687	196630760
2	215596713	215597107
2	227261168	227261285
10	24356013	24356143
3	123614577	123614928
3	199061463	199061865
2	202187253	202187569
1	15157284	15157823
8	176685246	176685574
9	17351356	17351561
5	25618982	25619107
1	286354493	286354599
2	226813105	226813417
6	85403109	85403250
6	136775405	136775760
6	91322235	91322827
2	210779420	210779651
8	37011191	37011294
3	17686540	17687066
2	5044073	5044436
8	67040165	67040454
7	167894135	167894314
5	151765067	151765279
8	153119266	153119400
1	71833159	71833313
6	32624377	32624885
3	214387914	214388049
3	149712954	149713059
1	208358152	208358260
3	207874981	207875687
5	196744762	196744950
1	258900636	258900848
10	127365647	127365821
5	54408803	54408941
3	192499900	192500311
5	24845848	24846097
7	141212515	141213026
1	155964218	155964356
5	61550958	61551282
3	114789499	114789961
2	179825779	179826347
7	10283431	10283592
3	53348667	53348891
9	144851820	144851907
1	274777790	274778325
2	24838331	24838574
9	151034719	151035030
7	106600640	106600930
1	158433419	158433469
1	263169413	263169610
5	28241272	28241610
1	293100932	293101151
9	102099618	102099985
6	163800334	163800606
3	225040105	225040405
8	157814297	157814958
5	176149846	176150021
2	46386848	46387391
2	58627547	58627899
3	152197024	152197061
7	15832436	15832712
10	122475444	122475709
8	166785462	166785773
1	148426061	148426542
3	143312996	143313071
8	160275507	160275703
5	209227574	209227930
5	101076034	101076553
8	113177928	113178307
5	152298237	152298610
9	20036140	20036267
7	20576762	20576904
3	218642795	218642986
1	259656006	259656044
2	108126379	108126430
10	113181751	113181866
5	62776561	62776788
1	278097971	278098376
5	78681509	78681968
2	242055718	242055917
9	16735480	16735656
2	12058454	12058590
2	55397696	55397996
2	15221593	15222074
3	214183137	214183324
7	6686325	6686549
5	217597700	217597897
8	20544382	20544816
1	277022660	277022889
3	208696725	208697245
3	30692752	30692831
6	65730750	65730878
6	70263821	70263928
5	22369591	22369781
1	282571721	282571828
1	25047093	25047155
5	212202058	212202139
3	34836392	34837272
8	155603967	155604141
5	41322251	41322471
1	255086468	255086524
5	218440457	218440686
2	151904486	151904641
9	2023402	2023564
8	177025362	177025851
8	102413414	102413621
2	21842953	21843127
2	215397537	215397613
1	156790862	156790994
2	232700311	232700488
5	65248566	65257468
3	2359747	2359911
5	182683570	182683835
8	177418573	177418839
8	117999307	117999393
2	175019018	175019273
6	156202176	156202401
6	152050344	152050474
7	169562568	169562751
2	18549960	18550363
10	68999126	68999565
5	45697163	45697349
5	193868942	193869053
1	31554087	31554460
1	285786543	285786649
8	154958718	154958941
3	179900742	179900916
1	105047718	105047794
10	114839888	114840248
9	144154271	144154809
2	178514206	178514328
9	149453719	149453866
9	134705682	134705818
5	197530511	197530768
1	228280511	228280642
3	8727767	8727843
10	16132648	16132831
2	202175739	202175891
7	104040779	104041071
10	48511774	48511914
3	8915598	8915790
8	63092674	63092916
1	231872950	231873256
3	224370631	224371018
2	192768391	192769097
7	81873388	81873706
10	12577373	12577492
3	200466845	200466970
6	66256231	66256386
10	23443155	23443288
2	184224777	184225083
8	81148621	81148690
3	2153014	2153175
9	50243419	50243715
7	161063362	161063559
10	37092060	37092143
1	266017186	266017359
5	150017581	150017736
10	111153475	111153591
2	73711973	73712177
6	150541953	150542115
6	99522685	99522806
1	201756853	201757331
8	177656175	177656330
7	162102947	162103196
9	140841462	140841560
B73V4_ctg189	49141	49283
10	46171335	46171474
9	13427530	13427879
1	291062984	291063177
10	24938484	24938692
10	145263665	145263796
9	97148354	97148699
7	113768014	113768099
8	85523259	85523372
5	153616790	153617242
6	94604462	94604583
7	152756318	152756444
9	25612210	25612351
9	77345896	77345993
1	196780497	196780803
10	67962754	67962990
2	41356059	41356472
7	17857154	17857322
B73V4_ctg52	634808	634983
2	197182546	197182658
6	685785	685954
10	1669578	1669863
9	154470969	154471127
3	188059499	188059808
7	158529508	158529565
8	177731605	177731771
10	109232117	109232233
1	135166524	135166755
6	149781002	149781118
8	110683883	110683936
2	154666663	154666825
9	72468182	72468409
8	56603978	56604058
6	154813911	154814576
5	188312271	188312564
9	4501557	4501913
5	6866358	6866963
2	958557	958748
1	237067747	237067947
8	77394531	77394861
8	132315634	132315855
1	219485744	219486645
1	4912153	4912408
7	167931273	167931712
3	4159292	4159759
6	168643465	168643674
9	157489525	157490248
2	219283431	219283672
2	180648218	180648413
9	77893109	77893169
5	161249429	161249485
1	227387153	227387238
5	203118387	203118552
7	132453733	132454064
6	86725071	86725367
2	213396699	213396818
5	180472522	180472603
9	135723994	135724048
9	146375443	146375951
2	174761282	174761609
6	164347436	164347502
3	186187932	186188340
8	176589706	176589844
6	82504525	82504667
6	170444556	170446217
5	214802981	214803164
1	226322707	226323019
7	145769661	145770190
8	159849448	159849575
7	177337108	177337292
2	80790775	80790970
6	55328148	55328346
3	228295904	228296051
8	166902573	166902632
3	194210259	194210453
1	263066818	263066985
5	203229429	203229784
3	200478280	200478380
2	202994235	202994492
7	137750732	137751055
1	8485351	8485482
8	47478357	47478486
10	142763103	142763436
1	211046737	211046882
3	37854776	37854949
10	67282233	67282582
1	7657159	7657392
1	13676820	13676993
6	90943449	90944125
5	180281755	180282009
10	119978700	119978959
8	176484815	176485075
3	124539821	124540096
1	221454975	221455194
6	106365208	106365353
7	157926761	157926946
5	221822143	221822429
1	151889316	151889472
5	145741279	145741406
1	184296907	184297276
1	30213149	30213386
7	81724277	81724386
1	250316291	250316475
7	20103970	20104380
6	136571293	136571428
B73V4_ctg150	1083760	1083979
3	33194908	33195303
10	32563612	32563803
10	147383540	147383699
3	62654829	62654967
5	213501652	213501791
3	4950064	4950195
9	142825721	142825878
1	65853035	65853125
1	288683060	288683823
5	171546998	171547145
10	22802842	22803385
1	266739977	266740108
7	33737967	33738221
6	144801757	144801987
6	68717026	68717306
5	164803021	164803567
3	178971547	178971898
8	151841675	151842175
3	217935627	217935806
2	203193956	203194350
8	167246090	167246213
5	198882636	198883575
9	32286481	32286647
5	10765699	10765916
2	165286908	165287090
2	195571351	195571383
1	195680004	195680149
3	191786031	191786183
9	156604180	156604621
10	117862683	117862810
6	144802984	144803240
3	39396604	39396719
1	156174944	156175243
6	143869003	143869091
6	166074000	166074204
8	138416012	138416138
1	93189439	93189975
1	74653728	74653857
3	233442532	233442662
6	164484743	164484861
2	105482881	105483243
1	9255799	9255879
1	43831848	43832002
6	162275226	162275589
2	196822938	196823054
8	144692366	144692550
3	187447722	187447958
3	163353431	163353560
2	221778631	221778768
3	15033103	15033265
2	57352724	57353172
1	181339027	181339158
8	149471820	149471944
8	131437566	131437706
10	116467087	116467215
5	217047246	217047412
2	205888474	205888806
7	32633693	32633887
5	219981730	219982038
3	142171038	142171177
2	22563646	22563694
2	45455437	45455824
1	286852543	286852668
1	17150084	17150393
3	196574287	196574324
6	16846961	16847101
3	168649563	168649854
3	114765112	114765148
2	68027711	68027850
9	144629210	144629332
2	205466607	205466988
2	58838258	58838532
5	204096333	204096382
3	143860876	143861495
2	208461213	208462003
3	29276503	29276582
8	91810862	91811331
6	164869221	164869381
1	83719238	83719310
5	78171912	78172241
3	153558255	153558342
10	19997251	19997381
5	7153748	7153825
1	99107683	99108059
3	190410514	190410757
6	151263496	151264031
2	133580185	133580321
5	23781378	23781502
2	19019361	19019630
5	198467505	198467539
8	139014693	139014862
1	68837567	68837893
1	159720685	159720863
5	198258873	198258993
5	144832185	144832365
10	134579341	134579474
10	125746901	125747114
1	251630165	251630649
2	202086256	202086438
1	61473127	61473243
1	107879954	107880326
8	176787382	176787805
7	178728185	178728404
1	32500716	32500856
8	93032761	93032878
6	29351918	29352017
3	120507185	120507400
2	15393998	15394104
3	23950792	23950968
8	113199315	113199352
1	12679986	12680602
1	221792812	221792989
2	205067054	205067212
5	58059875	58060216
1	44933013	44933146
3	225040666	225040815
8	111086867	111087243
9	106433944	106434057
7	40328688	40328950
5	15733627	15733883
3	184484963	184485220
2	19949521	19949631
6	101300241	101300408
8	113173905	113174043
2	30712148	30712274
8	145556849	145556901
3	234419951	234420093
5	20405668	20405835
5	141562332	141562485
1	19829086	19829284
6	143588607	143588842
3	52942663	52943464
3	218607480	218607649
8	154225271	154225448
5	19094191	19094291
7	178331538	178331722
5	8902719	8902966
3	205247143	205247271
1	243698042	243698578
2	196888843	196888996
5	35726654	35727327
10	19682203	19682406
1	267786487	267786682
8	1982897	1983034
1	238366334	238366396
6	716175	716299
2	205078881	205078977
5	209545482	209545706
8	137183348	137183599
5	201329987	201330724
10	15275381	15275661
10	135741213	135741341
1	173702567	173702859
2	240567464	240567735
8	64111997	64112600
5	219980083	219980190
9	131426398	131426660
3	192358650	192358865
7	134904839	134904980
10	104018105	104018414
10	138897101	138897204
2	165251106	165251674
7	182205539	182205701
9	77499016	77499183
10	63446452	63446726
2	197600994	197601291
8	430285	430576
2	60581743	60582101
5	179772279	179772442
6	122057335	122057391
5	207373151	207373306
2	70190093	70190217
1	214583381	214583740
2	44625233	44625316
8	11200064	11200385
1	217611237	217611356
3	223834335	223834685
5	205895987	205896586
9	16360534	16360852
2	4339356	4339518
7	73397833	73397979
9	140909710	140909851
9	96877794	96877916
5	171942713	171943067
1	58586525	58586826
5	192054929	192055121
10	75314389	75314863
2	124684762	124684898
1	258706187	258706382
2	231239501	231239652
10	40749150	40749240
2	154450970	154451049
1	34653787	34654016
10	10639676	10639852
2	218307842	218308360
2	16793712	16793877
6	142040123	142040301
8	33540797	33540879
1	305478436	305478568
1	240311897	240312446
1	1814077	1814243
3	40226076	40226726
1	127947079	127947179
5	158118073	158118320
3	183978077	183978620
5	47517275	47517473
2	10787168	10787270
10	144455886	144456128
10	70399037	70399193
2	150686218	150686336
9	155934690	155934832
6	3933018	3933238
9	123537041	123537333
7	114657813	114658015
3	52650069	52650226
8	15624101	15624233
3	135552927	135553681
2	11565886	11566207
2	148744181	148744348
1	294516020	294516229
8	168419062	168419397
3	145232986	145233299
2	236274984	236275070
5	61100515	61100652
1	8338395	8338774
5	45730439	45730807
1	195808303	195808696
3	168048870	168048972
8	19360174	19360355
3	6375703	6375800
8	142981544	142981624
1	209794280	209794402
5	191815254	191815385
2	61525273	61526223
7	16204893	16205078
1	280694629	280694997
3	230964238	230964409
2	184960701	184960824
7	79302577	79304282
7	51376789	51377015
1	45863232	45863448
8	85588276	85588435
5	105166741	105167342
7	173421951	173422160
1	288425118	288425278
5	38471151	38471199
9	90427165	90427289
5	59058691	59059357
9	25247565	25247713
7	157694690	157695010
2	49150909	49151226
2	14984185	14984341
8	84853380	84853444
10	101192901	101193073
8	44429128	44429385
3	35132228	35132360
9	99837045	99837149
8	166650377	166650485
7	177417386	177417575
9	49591703	49592110
3	29459429	29459639
6	142262333	142262369
6	30268869	30269001
7	2855997	2856129
6	136321242	136321634
7	179343400	179343929
5	205196596	205196742
3	67928901	67929114
2	181167849	181167993
7	174422994	174423057
10	91497882	91498035
2	28939877	28940081
10	120113693	120113827
5	87551043	87551176
7	115685967	115686739
10	133107318	133107639
1	47142544	47143048
2	92825389	92825769
7	10646808	10647008
2	104214274	104214362
7	76320759	76320985
10	129956187	129956259
9	23389572	23389945
1	209629502	209630443
5	485331	485505
1	102998091	102998328
1	278522583	278522768
3	143820869	143821191
5	11296680	11296866
10	829498	829642
2	5985310	5985469
5	213816867	213817112
5	2437985	2438374
10	59719004	59719128
9	122722658	122722786
8	3309461	3309510
1	223305248	223305507
2	222279965	222280098
5	89382278	89382422
3	174666183	174666512
B73V4_ctg129	140734	140946
10	83251442	83251751
5	223352065	223352225
9	23201042	23201412
1	151092081	151092273
6	171578063	171578277
8	156959382	156959641
7	45653714	45653845
8	158112259	158112361
1	52167462	52167601
8	11818568	11818926
8	177553476	177554119
9	4968690	4968848
6	29258146	29258395
10	140373815	140374077
3	148599168	148599414
7	39730466	39730658
7	171723743	171724012
1	244125868	244125941
8	162557838	162557945
7	143014135	143014463
9	130382868	130383004
9	105857709	105857979
2	26196070	26196374
1	248489696	248489833
5	205902362	205902492
7	149690765	149691110
5	47990497	47990647
9	21512505	21512637
10	60134998	60135127
7	95237976	95238096
1	112435937	112436111
5	4382341	4382572
9	145899983	145900117
7	27935567	27935628
2	194909213	194909382
9	14003350	14003918
7	167631163	167631355
10	10417911	10418103
9	20636037	20636272
10	127942518	127942650
5	4334088	4334577
3	216950879	216951108
7	89023649	89023734
6	156394797	156394876
8	116503488	116503664
2	22587163	22587295
7	7389291	7389982
1	207435354	207435685
1	142195724	142195906
8	168373088	168373216
3	235105769	235105989
1	269053681	269053965
10	126209489	126209747
6	86902112	86902225
9	153896287	153896427
2	53360699	53361016
7	98098891	98099028
8	41010255	41010337
5	8013762	8013801
8	39631227	39631747
10	11696524	11696725
10	74508975	74509161
5	218515936	218516046
8	91099913	91100192
5	92461112	92461686
3	137917888	137918149
6	40244515	40244654
5	24031613	24031932
5	22862355	22862487
1	179593273	179593310
1	270982803	270983005
7	135219743	135219995
1	257542624	257542733
10	102855134	102855822
9	76065997	76066391
6	126315596	126315841
1	52525262	52525390
10	74759030	74759350
5	25184631	25184806
5	197267911	197268063
5	155470185	155470466
9	104734133	104734275
8	141407964	141408084
3	224909667	224909997
1	225879133	225879333
1	56692832	56693003
2	29039941	29040116
5	36217081	36217405
7	137480426	137480482
9	103119451	103119681
3	193962630	193962799
5	199619293	199619571
1	47580942	47581002
8	72103749	72103843
1	253263151	253263351
3	220872175	220872316
2	192116775	192116943
7	173490194	173490675
2	106294473	106294703
1	46388757	46388932
6	33979965	33980601
B73V4_ctg129	118657	118956
6	144040599	144040770
3	224641994	224642160
10	98418347	98418599
9	71544320	71544488
3	173125773	173125899
9	11143406	11143807
7	132923580	132923781
1	217458240	217458326
8	156197128	156197268
1	273073196	273073227
1	199501816	199502124
10	109144559	109145074
5	186723763	186724168
1	67348281	67348589
1	133334592	133334851
1	291591512	291591759
8	159814839	159814950
8	137411220	137411370
1	15398760	15398895
1	29161582	29161691
5	89049183	89049352
3	173567796	173568075
B73V4_ctg115	36970	37153
6	73019709	73019970
8	162439295	162439553
10	140056947	140057228
7	38445769	38446129
3	173185223	173185387
8	170075594	170075647
8	141816010	141816411
7	113878764	113878963
1	203061638	203061929
5	49583052	49583226
7	51334596	51334957
2	211041797	211041946
9	121718035	121718302
6	76918886	76919059
7	176063972	176064328
5	211038466	211039064
7	124674437	124674659
10	95664589	95664810
3	196990203	196990338
8	169577312	169577459
3	35388316	35388449
6	74653131	74653452
9	83793759	83793881
1	58054481	58054638
3	36323701	36323772
2	2122667	2122829
1	65967494	65967632
1	11405751	11405904
2	153731856	153732001
10	96595222	96595393
7	97698889	97699185
2	217769690	217769822
8	75123910	75123996
3	9141743	9141985
1	290881640	290881685
8	157153003	157153207
5	181869293	181869385
9	146784968	146785077
7	40916970	40917369
6	169387642	169387930
5	179775488	179776011
3	130805908	130806029
1	195872730	195873160
