seqid	start	end
2	107698512	107698746
1	185119421	185119646
5	23458480	23458626
4	221722546	221722789
4	158837584	158837658
3	118867172	118867235
7	33476114	33476346
4	170329002	170329121
10	132940728	132940894
4	3859166	3859330
9	112426323	112426553
4	22371369	22371577
10	143342288	143342333
4	144437986	144438207
4	161976580	161976978
1	48583453	48583612
6	67440405	67440591
5	206872143	206872346
2	145043149	145043322
7	37784682	37784914
8	105526075	105526230
4	149357846	149358003
7	111605798	111605941
4	121186836	121186920
4	208891546	208892318
4	237142559	237142640
7	166001007	166001151
3	56238706	56239519
9	117087230	117087411
3	2155539	2155942
8	155790420	155790501
4	72850004	72850158
2	59146694	59147044
8	64584644	64585071
6	136378327	136378471
5	73972383	73972437
2	10682131	10682360
10	8542969	8543183
8	67346391	67346829
2	50985910	50986076
8	134050535	134050880
10	15721305	15721483
1	44922953	44923151
5	65195018	65195246
1	219302830	219303051
8	112238	112468
3	116740290	116740407
1	239228941	239228989
3	148588936	148589412
5	146044310	146045132
2	229667776	229667874
1	45940196	45940422
6	160679220	160679289
4	168948008	168948152
4	175837972	175838212
3	202070235	202070321
8	109909705	109909908
4	74223870	74224611
4	206416686	206416915
6	103138761	103139305
6	172013392	172014833
10	147460685	147460810
10	53028718	53028794
4	141673505	141673734
5	209467865	209467915
8	177282612	177282816
2	197419756	197419985
3	18885302	18885410
2	50979102	50979298
5	185986200	185986328
4	226695927	226696030
9	86100695	86100811
10	124654097	124654251
4	147597284	147597361
1	238939935	238940054
1	224038828	224038958
3	2474490	2474680
2	41021430	41021576
4	3585292	3585608
5	28482282	28482715
4	195832521	195832726
4	226328887	226329028
2	7066539	7066737
8	58576651	58576907
4	223120191	223120426
2	87347806	87347850
2	157557009	157557100
1	94922226	94922455
3	157444367	157444511
2	141952002	141952382
2	71072101	71072790
3	180464810	180464954
1	21013057	21013252
8	132229895	132230074
4	147013964	147014216
4	18487760	18488011
5	130779455	130780063
4	148371003	148371422
4	242004805	242004991
5	75396405	75396486
1	278253311	278253659
5	2012258	2012478
3	210473887	210474086
10	105661308	105661372
5	218114288	218114715
4	224411329	224411416
7	88495202	88495387
4	120108551	120108622
8	147339635	147339701
9	89829286	89830730
9	157724693	157725160
4	196634364	196634504
2	115814574	115815495
5	214605582	214605804
1	298583126	298583341
4	230824738	230824911
9	157724165	157724520
6	21639057	21639213
4	68761534	68761773
5	70459115	70459258
4	174150881	174151108
1	179889378	179889479
1	34657040	34657100
3	178943060	178943311
3	22636125	22636556
1	190325435	190325503
4	3461923	3462188
7	29886708	29887881
6	155078515	155078603
4	136656	136848
7	174901211	174901419
7	162567924	162568041
2	7281941	7282003
9	22242703	22242893
1	173402622	173402811
4	137347683	137347727
9	20998433	20998641
1	87113713	87113782
4	192844017	192844284
5	33027507	33027570
B73V4_ctg143	34019	34528
2	221369233	221369873
3	29652799	29653312
1	288840669	288841037
7	144295657	144295886
4	232198491	232198625
2	204316848	204316967
7	141038466	141038558
7	74664369	74664490
4	7989057	7989190
5	167519427	167519926
4	176875513	176875628
8	160333064	160333752
8	116698804	116699622
4	209718245	209718354
2	210508449	210508587
4	181346629	181346691
2	165946684	165946922
2	146308811	146309248
9	49413858	49413942
4	220870816	220871044
4	86836510	86837358
8	155791629	155791739
7	106264458	106264648
4	38601707	38601830
1	248206405	248206561
1	16434958	16435186
4	12619384	12619531
4	61674770	61675027
5	7728173	7728340
2	154703332	154703473
8	55397765	55397965
1	261381060	261381333
2	3726933	3727217
4	153338535	153338663
2	63032005	63032088
7	176119063	176119158
7	155179239	155179978
7	149914830	149915016
3	232906227	232906689
4	12230617	12230677
5	41184222	41184430
5	73972230	73972379
1	75794300	75794381
5	29995559	29995632
7	165760478	165760696
5	199521855	199521994
8	87467600	87467827
2	51985720	51985776
1	306461418	306461701
8	161454512	161454653
9	11176816	11176981
7	145029695	145029849
1	225515847	225516067
9	1842462	1842683
4	158875880	158876012
3	189002148	189002367
4	16384525	16384728
4	241611265	241612715
8	131152598	131152857
4	160718231	160718296
5	165906313	165906432
6	72605817	72606037
10	93583406	93583555
1	170325770	170325965
7	88003814	88003946
9	157540757	157540938
8	27772477	27772707
7	177632740	177632970
1	234472166	234472418
5	160265997	160266217
9	129735279	129735726
7	315223	315298
1	273272700	273272931
7	30360917	30361344
6	128648704	128648846
3	14736363	14736495
2	198185937	198186095
4	30577946	30578353
10	111058656	111058797
6	96820690	96821077
4	211398954	211399154
5	183114272	183114515
5	175249111	175249519
8	176662195	176662415
2	213391622	213391828
9	135156752	135157558
10	67004528	67005834
4	233942455	233942780
4	223173082	223173352
3	187440504	187440610
7	26595310	26595457
8	89279732	89279836
5	36872602	36874729
1	261810529	261810689
7	98193083	98193446
4	200404110	200404621
10	103238364	103238615
2	58807670	58807719
2	21266568	21266751
1	232357619	232357767
1	53777191	53777394
5	135678906	135679050
4	227758952	227759179
8	16016067	16016160
2	225942030	225942099
7	179793823	179793983
3	198590778	198590999
7	167433124	167433323
6	90927708	90927852
5	61160819	61160970
6	119113169	119113677
1	261538386	261538560
4	11009162	11009691
2	72213725	72213844
1	261138582	261138632
10	113981155	113981367
8	136383022	136383132
4	173458128	173458205
2	68998014	68998243
4	17029609	17029752
2	50018768	50019941
10	106272594	106272738
1	193623868	193624011
4	42367015	42367252
2	231752776	231752920
3	80812650	80812727
5	98788532	98788762
9	152966743	152966822
9	117502880	117503023
8	45594559	45597606
8	116338468	116338642
1	95148362	95153043
4	215530108	215530343
1	86154515	86155819
4	222298643	222298872
10	4809023	4809087
8	29387578	29387871
1	218309479	218309570
6	130745758	130745908
4	71987190	71987419
6	34765583	34766849
1	261231603	261231744
1	225120628	225120708
10	16716367	16716619
4	195760082	195760150
8	129216901	129217028
4	234183441	234183681
4	213979895	213979941
6	142846361	142846541
1	144614713	144614787
2	146378580	146378837
6	118725307	118725731
1	9753617	9753761
5	10531079	10531312
8	180591966	180592213
1	159024769	159024908
6	145382085	145382200
8	133008720	133008863
4	7824904	7824971
4	137416082	137417141
4	143244561	143245008
9	88935960	88936760
4	238416051	238416207
2	2309062	2309341
B73V4_ctg150	632277	633339
2	219329611	219329680
8	15374676	15374735
1	297473118	297473561
8	115106218	115106362
5	64766590	64766765
2	174134310	174134543
4	229145343	229145581
10	112289922	112290055
3	1431337	1431668
4	174704227	174704597
2	19078158	19078350
3	8265737	8265822
3	184663001	184663206
5	60863617	60863753
2	149592886	149593006
1	164935199	164935474
8	89279979	89280124
7	10932403	10932607
4	153899420	153899543
1	199418783	199419022
8	2833729	2833793
4	33442045	33442292
2	226690290	226690444
3	82873310	82873539
4	19761476	19761566
9	112495312	112495668
3	51843441	51844546
2	13593675	13593868
9	156824702	156825237
1	222599060	222599287
4	234706389	234706533
2	217769237	217769436
8	80616713	80616779
2	115815605	115815644
7	29922200	29922255
3	227923123	227923198
4	226691992	226692212
4	30893120	30893184
8	165265860	165266007
1	164113104	164113321
2	143469133	143469291
5	57744617	57744827
3	216146735	216146844
1	274242962	274243359
5	158465977	158466861
6	91315193	91315384
4	59291967	59292148
7	29846722	29846893
4	129172657	129172742
1	303769107	303769264
5	105141566	105141723
9	22244074	22244219
2	205086770	205086963
4	152988057	152989221
3	54359105	54360924
2	91045797	91045882
4	44022651	44022798
1	279935061	279935506
2	149589809	149589884
8	5008129	5008359
4	172463549	172463681
7	71970505	71970653
2	208345737	208345940
8	8691779	8691923
5	215840468	215840524
1	278082788	278083018
10	58126181	58126586
8	66839577	66839642
3	150962670	150962846
4	89088719	89088958
4	138316473	138316552
8	25812779	25812966
9	122189261	122190310
2	16543905	16544015
6	116267557	116267736
2	129986244	129986448
4	138324238	138324337
2	205657715	205658073
1	208258283	208258519
1	159859171	159859429
2	165944852	165945482
1	202099949	202099984
4	16798927	16799079
4	241018895	241019049
5	34755707	34755850
8	93547662	93547742
3	19482099	19482320
7	151477789	151477980
8	162138736	162138952
B73V4_ctg56	124928	125156
4	225545205	225545768
2	205196540	205196638
3	182259987	182260207
3	3338947	3339084
1	263066031	263066124
7	150060336	150060391
1	234383040	234383327
4	97393537	97393835
9	126691802	126692005
6	132779796	132779956
2	30716757	30717321
2	198985010	198985167
8	4961957	4962102
1	257760300	257760698
8	158198173	158199448
8	118635046	118635520
1	44607196	44609806
5	219535230	219536477
4	236544400	236544543
4	234779041	234779166
3	57355480	57355547
7	136160072	136160230
9	84004103	84004246
4	171138004	171138887
7	170942791	170942857
6	165357291	165357348
B73V4_ctg140	221011	221096
5	175025354	175025427
3	219031179	219031327
8	24803138	24803334
4	85451089	85451237
10	124220961	124221015
4	154356241	154356479
3	194910004	194910062
2	51172099	51172347
3	135589653	135589741
1	15071582	15071653
1	99939483	99939680
9	158942995	158943232
2	212466422	212466819
7	142664003	142664388
1	294872866	294872991
2	204434466	204434745
1	216454132	216454322
5	181791786	181791859
7	20155385	20155531
10	95463230	95463402
9	109893715	109893992
6	110878666	110878885
7	121872070	121872214
5	204941150	204941379
10	148263196	148263383
2	21266985	21267072
4	72850407	72850471
3	24858119	24858253
4	155464785	155464923
3	201610671	201610909
7	8860133	8860146
9	108615031	108615147
1	238473697	238473780
4	35012253	35012741
5	188148409	188148500
7	169726397	169726547
4	11783297	11784249
7	129163302	129163432
9	596693	596741
4	146637971	146638040
8	69374828	69375027
2	35784325	35784669
1	108653236	108653403
8	181005859	181006000
5	210559963	210560516
5	150088147	150088309
4	45375719	45376400
8	52363420	52364642
4	170129634	170129760
4	11025586	11026019
8	23567425	23567488
7	156447728	156447803
7	152786852	152788191
1	174715793	174715924
3	155328946	155329032
3	125746262	125746352
8	164313562	164313714
5	157265669	157265889
5	54430041	54430177
1	30804534	30804763
9	155123354	155123505
7	3040090	3040171
5	83576729	83576852
2	153729543	153729808
5	26820	26902
4	2958130	2959157
4	223185735	223185838
4	174594174	174594372
1	154859110	154859232
2	64379656	64379860
5	18017185	18017649
7	177165028	177166261
10	137978817	137978939
9	82571195	82571526
B73V4_ctg147	43905	44009
1	170173754	170173876
4	39123271	39123471
10	134506249	134506379
4	244567913	244568013
7	96525695	96525854
10	16775824	16775896
6	64327594	64327740
10	122513272	122513872
10	20757447	20757530
2	99993052	99993132
4	201289422	201289573
2	203938367	203938588
3	229005691	229005889
7	32368109	32368327
1	293224580	293224648
8	171991488	171991679
2	137362660	137362881
4	38968076	38968116
3	221475848	221476734
4	49561575	49561702
5	219518419	219518628
4	34922662	34922852
2	184358870	184358902
5	3205749	3205954
5	57158531	57158735
5	86090756	86090972
4	18650760	18650962
6	106154458	106154658
3	210467446	210467676
4	27217925	27217991
4	175347054	175347282
4	40999396	40999686
6	137259330	137259529
7	21508514	21508908
8	168302406	168302637
4	185961488	185961709
3	161965508	161965783
1	35251240	35251510
9	156924298	156924474
1	132371131	132371579
6	85721799	85722024
1	297037702	297039154
4	24722678	24723422
7	28984306	28984528
2	137254861	137255636
4	164323111	164323212
2	167611689	167611929
4	126174881	126174951
7	147037033	147037176
8	7346625	7346737
4	168163603	168163718
5	206109617	206109958
1	223604947	223605473
7	140487137	140487558
4	135785902	135786047
1	304714516	304714753
1	77249038	77249239
4	211240708	211241215
3	183210403	183210498
6	143129329	143129570
4	45809904	45810105
1	92960841	92961030
3	216730653	216730851
2	70905865	70905929
1	231814900	231815125
Pt	103074	103130
8	16007864	16008426
3	13664519	13664658
2	73922677	73922800
5	213493934	213494188
4	179887429	179887461
2	42050720	42050764
9	87275958	87276053
9	76001193	76001320
7	85622615	85623036
8	155242713	155243069
5	172140472	172140615
7	105309932	105310007
3	106906442	106906511
4	188289138	188289544
6	168025008	168025559
4	44975460	44976617
5	25596723	25597051
8	14952930	14953013
1	214047291	214047524
8	96115210	96117092
10	20698453	20698594
7	151985511	151985574
8	129217889	129218275
6	144891095	144891570
1	253264927	253264997
4	101862098	101862291
9	132745199	132745426
6	154118737	154118884
1	246363647	246364010
1	59839662	59840027
1	170116336	170116553
9	41795618	41795753
1	284991102	284991324
4	188981181	188981260
1	10263408	10263634
5	57183474	57183704
1	13200717	13201125
7	176803962	176804025
2	69108470	69108581
9	110695796	110695914
6	105645454	105645600
5	206369300	206369562
2	209341556	209341738
8	27726297	27726912
7	82204125	82204920
2	243548501	243548636
4	133988028	133988331
1	302709948	302711192
8	168210718	168211231
4	63923590	63923697
9	136379801	136380023
6	2045297	2045761
1	54475886	54476105
7	163674779	163675463
9	13627262	13627401
2	213355003	213355528
1	26521755	26521985
8	5005650	5005793
7	142911549	142911968
2	112609530	112609612
4	30768688	30768919
1	180182137	180182313
9	42378755	42378824
1	71251861	71252000
1	184105218	184105273
6	142568544	142569002
1	60814918	60814975
7	123024017	123024233
4	37786868	37787108
8	92363975	92364483
6	101013139	101013279
4	231364440	231364525
8	107448145	107448332
4	86390021	86390162
10	141554610	141554840
3	10954137	10954398
9	7243863	7243940
6	118735507	118735712
5	12618410	12618603
3	48842571	48842796
5	20556789	20556961
2	182825139	182825314
4	21352259	21352516
3	148918097	148918338
1	175030187	175030242
3	152147961	152148307
7	10461748	10461837
9	95053973	95054082
5	40416077	40416237
1	6935617	6935859
4	139144783	139144923
2	117609605	117611323
5	17897046	17897720
3	228209271	228209329
8	60982151	60982353
2	34440150	34440383
3	194974438	194974516
7	92835984	92836032
6	132806738	132808749
5	204108651	204108872
4	7853126	7853783
2	237047085	237047206
4	7962939	7963159
7	163028805	163028928
4	60573313	60573570
8	24344381	24344607
7	141038599	141038712
8	158791640	158791704
9	127501136	127501277
B73V4_ctg189	49879	50702
8	1292988	1294470
10	49080130	49080391
4	21431044	21431251
1	208948763	208948918
5	42313695	42313926
4	240945146	240945353
4	195250059	195250223
8	162461083	162461247
1	268259541	268259682
5	44883804	44884026
5	197141230	197141403
10	79839167	79839406
1	211064125	211064977
3	52841721	52842392
1	291191300	291191515
4	174310857	174310972
1	19228129	19228327
6	24187737	24187902
2	215078821	215079893
10	57147747	57148757
3	215640200	215640431
7	129920380	129920605
4	124994035	124994273
8	133005124	133008701
7	176100563	176100658
3	233290734	233291129
9	16499509	16499961
3	211614858	211614921
6	148861590	148861820
5	202451101	202451956
5	27762379	27762463
4	175528494	175528642
2	200679311	200679382
10	10545341	10545561
6	105422983	105423106
7	176100966	176101149
9	11033021	11033166
8	102633058	102633422
2	189711110	189711461
8	23561425	23561525
5	143005812	143006159
10	76932716	76932955
4	39120014	39120144
4	16163069	16163257
6	95885081	95885205
10	53539388	53539888
5	210873557	210873772
3	231396930	231397086
6	96937455	96937681
2	187639078	187639255
5	4421557	4421782
5	87547525	87547747
9	144675727	144675851
2	180034145	180034260
2	79091266	79091896
4	10759270	10759329
3	57805896	57807271
7	21061531	21061730
10	68737329	68737575
6	159333299	159333430
1	218335939	218336109
2	176662871	176663945
4	237173479	237173583
10	143345584	143345866
5	46817613	46817759
10	66751317	66751419
8	144602142	144602974
1	288864645	288865014
8	162791633	162791857
1	249310651	249310731
4	73592760	73593000
1	124790637	124791412
4	175516911	175517113
5	45893444	45893636
8	161307009	161307150
10	4131923	4131996
5	160206310	160206559
5	4143369	4143474
3	196446717	196446831
2	134775879	134775927
9	7785886	7785975
2	146697282	146697394
1	1071049	1071086
3	127949254	127949353
3	156804348	156804453
1	58018963	58019091
8	162020823	162020927
6	130901206	130901343
6	1584065	1584186
2	54194317	54194934
8	168925988	168926136
6	14925227	14925452
3	115216451	115217420
7	143854497	143854624
1	164794303	164794652
2	23463786	23463928
4	230459144	230459198
2	149592556	149592676
3	154326750	154326972
7	143968343	143968712
5	197729250	197729448
1	143994934	143996971
4	139143470	139143615
2	131043209	131043326
3	197185161	197185322
2	204250808	204250998
4	43596981	43597121
7	100725168	100725311
4	176420901	176421021
9	70941492	70941502
Mt	130294	130350
4	220989612	220989838
4	235477725	235478163
10	140761714	140761928
9	138001357	138001509
2	16082615	16082684
9	108882500	108883130
B73V4_ctg189	52774	53328
3	43325700	43325864
4	211305885	211306047
9	26681051	26683183
2	3885311	3885427
8	38831680	38831929
1	250935339	250935566
6	829885	830514
8	159173829	159174057
7	22881289	22881363
3	53238808	53238953
1	243599979	243600123
10	37650100	37650160
4	232066576	232066694
1	156452335	156452568
4	190492293	190492460
1	90324869	90325100
9	75998695	76001189
3	112984997	112985455
4	226327910	226328860
5	212219861	212219981
5	141223653	141223797
4	193519442	193519652
1	159977689	159977908
B73V4_ctg110	41304	41697
10	32664179	32664300
1	209177255	209177648
8	120066282	120066609
3	171643444	171643614
7	108934735	108934953
6	141549328	141549550
1	68836928	68837150
5	38466616	38466651
4	24894981	24895066
1	12544778	12544862
6	16570782	16571554
2	954908	955046
5	149168224	149169827
3	182592474	182592517
4	142424975	142425238
9	156063081	156063169
2	105525116	105525178
5	44322061	44322232
4	66566389	66566719
1	212670245	212670328
6	98144221	98144332
8	81984979	81985056
5	219378845	219379015
4	17754452	17754537
9	107149184	107149392
2	163956987	163957055
4	72076784	72076838
10	62019533	62019677
8	168211240	168211497
3	36813874	36814158
4	129097162	129097236
1	240252550	240252780
3	5150685	5150748
4	228381566	228381734
9	156310427	156310607
5	211420057	211420262
5	96641593	96641823
2	235662047	235662408
3	219127294	219127451
3	5142069	5142173
4	86832369	86832446
4	18269780	18269855
2	144291792	144291991
6	112980846	112981280
4	19875256	19875363
8	165266023	165266167
8	159819634	159819806
6	152311589	152311713
3	196677691	196678710
5	76228460	76230443
B73V4_ctg2	29104	29245
1	179592622	179592826
2	229993901	229993966
5	173629797	173629912
4	234330297	234330525
2	94195951	94196104
8	132230106	132230433
2	237315234	237315531
10	103261225	103261335
9	92600375	92602249
9	126049429	126049589
3	56887323	56887561
5	199970780	199970947
2	213437943	213439214
7	130484062	130484304
2	121671917	121672041
2	9271613	9271661
7	83692171	83693227
3	151952272	151952383
4	145256769	145257198
5	118159081	118159310
6	111803341	111803446
2	39400701	39401032
10	139069450	139073865
1	75712937	75713121
1	41903201	41903468
6	163492948	163493078
7	10436445	10436529
8	129236063	129236129
8	36119971	36120231
8	113419746	113421685
7	180942280	180942377
4	3506053	3506124
1	161663467	161663531
4	17532907	17532983
8	143212059	143212385
2	238302770	238303185
4	145032624	145032895
4	68199916	68200146
10	135567034	135567228
5	171828491	171828694
7	80234837	80234914
2	192713079	192713560
4	12856971	12857057
9	95767887	95768833
8	6549636	6549769
10	16234458	16234668
7	103575815	103576008
3	135804501	135804679
4	1813966	1814099
4	13951380	13951476
4	42667650	42667830
B73V4_ctg147	11822	14672
4	58239190	58239271
5	209468800	209468866
5	17046821	17046905
5	209832913	209832987
4	44225872	44226031
10	6046288	6046389
6	146686454	146686530
3	205160408	205160666
4	31027834	31027957
1	72480841	72480959
3	157573636	157573797
3	149517603	149517802
9	68684447	68684580
7	123061093	123061309
9	1513063	1513468
6	67328221	67328366
10	95793712	95793930
1	279886576	279886799
1	218225930	218226140
7	105308281	105309710
7	110023177	110023251
5	217245254	217245356
5	51598530	51598604
1	271227221	271227292
5	222520928	222521067
10	93011665	93013143
4	243711337	243711417
1	78002238	78003407
8	166513405	166513607
6	25982170	25982360
8	171615493	171615626
4	201500496	201500776
2	49051555	49051762
8	175087819	175088050
1	34617606	34617888
4	2424310	2424699
2	175375648	175376020
3	70090652	70091083
6	24762495	24762538
2	219886713	219886783
2	150523530	150523798
2	213443416	213443492
3	29456821	29457051
4	44661737	44662077
4	74192879	74193057
2	115146595	115146815
1	300932787	300933002
9	11021385	11021449
8	173936706	173936879
5	24361961	24362062
7	49323612	49323684
10	2943849	2945578
4	8572640	8572723
5	109259844	109260085
4	75468670	75468813
2	25555486	25556228
2	134987406	134987527
1	34501314	34501469
4	212704612	212704852
4	44227563	44227743
1	246742563	246742636
8	10291156	10291301
10	111791185	111791303
2	17168910	17169235
4	30548331	30548557
7	175120510	175120754
5	150732664	150733753
2	57722342	57722502
4	117475072	117475506
1	262900124	262900286
6	139232336	139233542
10	86025725	86027006
2	115811592	115811843
3	135550645	135550788
4	6900719	6900843
1	209001017	209002236
5	143921563	143921691
1	258874756	258874910
2	185419731	185420132
4	56302481	56302859
10	18517189	18517318
1	249193301	249193354
3	182269386	182269494
1	58774087	58774150
4	77205091	77205230
6	163783024	163783377
1	35746627	35746688
2	88992606	88992753
3	169181633	169182042
10	62019368	62019517
4	130984737	130984820
2	204058071	204058139
5	190306693	190306936
7	8860219	8860235
4	40294775	40295912
9	84917304	84917523
3	137257532	137257819
1	283561508	283561627
7	95356015	95356813
3	142140632	142140751
8	59485851	59486050
8	36121712	36122264
4	20589868	20589953
4	174748431	174748630
1	49848786	49848931
2	200840191	200840327
9	2202353	2202520
1	105588258	105588490
5	197141725	197142090
8	117177894	117177998
1	237053199	237053289
2	21707154	21707411
2	217466955	217467099
3	105708565	105708706
5	204636113	204636179
5	214161256	214161410
5	136806056	136806269
3	220721934	220722119
10	74302284	74302547
3	75390151	75390213
5	30372751	30372894
4	29866464	29867824
4	125465673	125465900
1	78358747	78358915
4	15010785	15011031
1	214528136	214528313
1	302539815	302540229
4	18671490	18671548
9	136184255	136184399
5	47448008	47450375
4	148165542	148166194
2	226489304	226489448
1	45114206	45115010
2	58814017	58814100
4	161355898	161356136
4	18460512	18460590
4	131898380	131898628
4	197236976	197237153
2	222254029	222254185
4	179191390	179191554
10	126189881	126190095
5	122064076	122064131
7	154138246	154138526
5	59901627	59901736
9	146761218	146761402
1	188931010	188931238
7	30276466	30276622
3	16235414	16236896
5	211037373	211037517
3	180464588	180464794
4	176449232	176453429
8	23644774	23645089
5	221215979	221216418
9	125683594	125683876
6	134319043	134319372
10	82389766	82389917
2	210345582	210345836
4	31140663	31143017
3	130504077	130504354
1	179116372	179116495
6	34948287	34949579
3	136541990	136542105
2	180034302	180034446
6	152853618	152853842
10	120503193	120504023
2	80785062	80785292
B73V4_ctg88	17028	17225
9	133074646	133074704
9	50655929	50655974
5	218007290	218007524
3	191797573	191797648
1	28535997	28536129
5	87819073	87819448
4	163185386	163186394
1	50732817	50732879
2	195798612	195798755
3	19867962	19868505
9	134142791	134143021
7	46270373	46270429
10	19778738	19778775
4	190310605	190310839
4	38556101	38556316
10	16195112	16195839
1	168084753	168084948
2	202622733	202622876
9	80392695	80392840
1	100835757	100836052
10	133635350	133635380
2	40362644	40362866
6	156278475	156278675
2	4602251	4602459
4	23232906	23232946
4	46054692	46054740
1	156702257	156702604
5	171764005	171764163
3	182413090	182413180
6	156317919	156318048
1	259770911	259771271
7	176291999	176292108
2	48568627	48569542
2	195878634	195878866
5	136229807	136229891
10	120543769	120544579
3	190388520	190388585
1	267905183	267905332
10	70879928	70880047
4	67045334	67045547
4	179761239	179761354
5	198282815	198282930
6	1531033	1531132
3	22628751	22628791
5	42052910	42053080
8	23561573	23561754
10	93020163	93020274
1	297076267	297076470
9	158815847	158816072
4	237181869	237181931
10	79466103	79466263
1	60814401	60814594
5	61559753	61560465
4	140277517	140278617
5	64998457	64998537
4	208873142	208873366
3	137084146	137084346
7	175120270	175120434
3	31702244	31702443
2	168683341	168683543
1	25496513	25497284
3	102059628	102060427
8	153441715	153441937
8	64108714	64108820
1	197115784	197115999
4	16162385	16162712
6	112980434	112980524
5	186477069	186477298
3	212491693	212491765
5	200792750	200792893
1	287334465	287335679
3	182055412	182055632
5	37916605	37916812
3	47115318	47115432
4	176897975	176898057
4	57080412	57080564
1	164581659	164581963
8	170296217	170298215
6	101642542	101642643
5	26586848	26587362
2	12604018	12604304
8	165299667	165299803
10	88125891	88127072
9	125682822	125683060
7	179254506	179254726
2	68005107	68005287
6	106901879	106901984
8	164306774	164306925
9	11471041	11471184
4	101861808	101862008
5	24857242	24857386
7	10461630	10461742
5	4418601	4418670
9	156931929	156931991
8	103338059	103338124
4	4193561	4193722
9	104201000	104201450
5	202459162	202459360
6	126552666	126552862
4	147582473	147582547
10	8361855	8362106
2	217466791	217466939
6	3934942	3935080
1	90663685	90663889
