seqid	start	end
8	172135196	172135455
8	168495659	168497591
1	240865890	240866055
1	129035007	129044417
9	14017635	14058004
6	105301210	105305732
1	5030361	5052762
2	81957838	81964832
1	120930020	120930143
10	29879285	29909113
7	168694919	168698151
5	206009111	206009182
4	200785422	200792407
9	51183421	51204829
10	111717435	111723499
3	40265364	40298295
10	133045659	133083147
5	125968989	126006133
2	59504054	59508117
2	89982861	89982991
10	146466171	146484919
1	47835919	47840087
6	95491154	95502388
2	180578064	180578212
1	261471916	261488539
8	133822293	133822425
2	65498891	65514880
1	294247588	294247881
1	270300890	270327300
3	112559638	112594637
3	180656983	180687905
1	304533392	304533588
5	91858980	91873807
1	46338370	46371053
4	234350229	234350428
3	72675866	72682450
7	15541192	15551917
10	51232551	51241247
5	214066687	214076452
4	243056039	243062352
7	15193076	15193631
4	164047939	164048278
4	19093928	19116675
9	127991817	127992307
5	124731229	124741153
1	194335997	194353722
5	29858462	29905077
9	158274954	158280305
3	4563481	4579913
2	116126856	116133377
3	12839807	12859334
3	220728967	220729127
5	186137291	186137556
9	35186364	35186718
1	271809555	271809727
7	159406264	159417914
3	194905729	194905915
1	237082699	237092548
6	87719022	87729759
3	192415207	192429035
4	233517207	233517331
2	178749318	178750240
2	155855965	155856075
1	203115002	203117963
1	203115002	203117963
1	245851399	245856962
7	158972078	158972168
9	150977514	150987126
4	157962463	157971321
7	124129450	124129543
4	161894843	161897153
7	49137952	49138441
1	77957751	77957950
4	16813972	16817469
10	140307865	140316404
1	199189377	199194438
3	51600921	51602294
6	132666444	132672129
B73V4_ctg147	7742	8077
3	209192948	209204678
8	166332386	166332456
8	7204578	7204701
8	7204578	7204701
8	151566866	151588145
1	288364389	288415522
1	72480965	72482581
4	235233714	235244179
2	173305944	173305995
4	71651181	71660931
8	41550819	41572426
7	137020821	137021310
9	4606271	4608152
6	56517518	56525075
8	153719869	153720839
8	91324429	91342026
7	109858640	109859992
6	74848788	74850417
8	88449764	88461036
7	97154020	97154513
3	137344260	137354203
4	165398573	165402091
4	102531437	102531573
6	161965481	161965583
8	168499660	168499762
8	64738775	64738865
2	16482593	16494290
1	144687218	144693217
1	252801731	252802021
6	46770779	46797991
7	54635122	54653707
B73V4_ctg91	174578	182459
5	19266237	19266361
2	30076832	30077041
2	32782074	32794247
8	6797737	6802279
3	16742628	16742651
9	83965156	83988402
7	182365363	182366874
8	72403980	72418013
10	47434883	47471731
5	57080174	57090753
3	127251949	127253313
10	142360011	142361412
3	137916497	137916595
5	166733066	166733357
3	25005998	25006340
2	180906460	180911339
8	88174717	88226888
7	169068587	169068756
9	90614996	90647038
1	2798791	2808822
8	114864387	114868224
1	14600300	14611738
2	32036398	32055456
4	6745054	6745162
4	6745054	6745162
4	180703125	180716614
4	242214181	242217638
1	149833925	149844639
3	225651374	225656662
9	16794104	16805008
3	207917394	207924032
5	5764042	5764178
3	289982	290041
7	118148610	118148728
2	174137248	174137452
4	166348008	166352333
1	202794746	202795613
6	138839022	138844972
6	90962738	90962861
1	109490354	109500288
3	67167142	67187834
4	243031038	243031113
4	234896695	234896929
6	161058962	161059298
4	84188314	84188366
5	134165378	134166959
2	174987424	175011864
2	26131007	26131087
8	84520671	84542045
1	181072022	181072084
2	36827793	36833298
7	148793931	148806316
6	127922092	127954285
5	1624215	1624451
9	60658635	60664058
7	39530186	39530284
1	4912729	4912985
5	47494212	47499155
7	159052029	159052533
9	112864785	112887372
3	157896696	157897519
1	195244215	195283787
8	147355369	147356860
7	14092723	14092823
1	63931813	63951019
1	90837366	90842713
4	213110644	213112346
6	48365861	48376196
2	134223729	134246534
7	142018643	142067545
5	80727342	80747716
6	32724228	32732034
4	145252060	145253388
8	155333631	155335311
1	76239990	76240729
4	190487289	190487374
8	61902517	61939151
3	114437901	114438082
4	88152837	88161934
9	56120858	56125960
2	15974139	15974488
3	233508770	233508814
1	153716592	153728140
2	80846050	80846302
2	183159878	183167196
2	195775762	195793961
4	94708500	94708575
9	74297599	74308229
3	48513933	48521018
7	179742049	179742164
7	67619168	67642497
2	3357433	3357559
4	39882908	39883311
1	226577576	226577903
6	66916072	66926475
6	92098583	92153502
4	30872098	30872598
9	6700460	6700582
1	161809378	161827558
3	214142145	214142204
10	145437351	145445602
7	30100503	30106881
8	169075794	169075893
8	88735406	88750354
4	134222174	134222250
4	134222174	134222250
1	20129754	20129948
10	96023437	96023478
2	84510261	84530754
10	3398655	3403404
3	212799982	212818951
10	86656241	86676741
9	86547491	86548229
4	39794962	39811257
9	11413242	11419410
5	12619968	12629378
4	77695680	77695849
1	254525911	254527409
2	217339837	217339927
6	123034100	123034155
5	3540786	3541527
1	114864162	114864937
8	85719294	85728570
6	28688663	28688906
9	115804146	115827661
4	242700039	242700083
7	102429158	102445268
2	215448059	215448438
4	83058969	83078699
1	262903979	262923239
5	156089555	156089771
7	3402557	3420892
5	113951196	113962945
9	130426656	130427146
9	25474723	25474766
7	157718736	157718939
8	20281047	20285325
4	234421871	234421999
8	25171720	25176435
4	191886624	191887113
1	283409125	283433339
4	245399486	245399710
8	177777224	177777254
3	187586886	187590746
8	94183584	94204000
5	27072357	27080442
10	11913882	11918833
5	96924842	96924969
10	147463575	147463823
1	147227632	147237418
1	274278958	274293554
9	1204919	1233943
3	20748400	20766345
4	148595102	148595222
2	16780707	16780796
2	142802348	142823655
3	189199793	189202528
5	223046653	223075845
3	205773905	205774131
5	50192254	50208877
10	61729037	61735996
5	203510794	203517935
5	199719841	199721102
3	114561479	114566780
2	239548429	239548610
9	130892923	130893033
6	159448057	159456276
8	26996394	27014492
6	36656931	36674567
8	62314857	62335289
4	10021898	10029271
4	98391774	98393030
4	234027580	234033811
3	113595879	113595972
1	292946674	292956704
9	147455117	147474295
1	264210887	264211219
8	509677	519714
1	98005058	98006469
4	133212035	133221660
6	33947768	33947914
7	7345452	7360604
8	130303329	130304159
5	183112201	183112253
B73V4_ctg181	138747	138911
3	5485703	5485817
1	237904784	237919107
6	125249447	125262560
4	88742995	88743100
5	123921411	123921452
4	203511798	203522481
6	52490294	52509989
1	254993985	255004606
5	7755243	7764967
1	253074186	253092553
6	126453104	126453232
6	34899359	34913029
4	245682485	245695571
7	43352055	43361374
8	151866828	151871032
4	155593271	155593382
8	45790800	45796873
1	292164651	292164662
5	180419909	180419947
7	177122766	177145040
10	8029162	8042458
6	109809356	109828831
6	115751542	115751893
2	17668416	17681554
4	31474786	31474902
4	166118697	166118815
2	17331481	17332607
1	30548324	30553494
1	220232544	220234104
5	184625441	184632325
6	16595128	16595226
1	295309042	295309232
1	236001756	236001962
4	200518394	200527194
5	86330185	86348391
7	149861918	149891875
3	22885522	22887008
1	262234400	262239765
10	54404358	54404422
1	64584283	64609387
5	214736679	214752916
7	56274601	56292351
2	9501723	9504465
2	196124302	196124425
4	209944736	209944858
4	209944736	209944858
8	346579	388198
4	234950202	234950297
5	144263427	144264000
9	139763639	139803237
2	219561599	219588133
5	63527197	63532677
5	20824358	20824468
8	19720579	19735107
1	78642311	78642803
1	62730676	62730788
1	237451827	237452616
7	158424549	158445828
1	241794531	241797618
6	85895842	85919007
2	118984355	118984439
5	63534800	63536197
10	71895583	71935314
4	235103758	235118454
5	147811976	147836773
7	177337108	177337292
9	125602049	125621411
8	141250703	141252328
5	212698644	212698930
5	212698644	212698930
8	151817945	151817996
5	41712488	41722689
1	77938584	77943468
1	251814426	251829361
3	7153079	7179513
3	65951588	65968835
1	295302791	295303747
9	35128092	35136599
1	82497252	82502868
4	212987670	212987807
2	238907131	238907245
4	207315875	207320667
2	194431873	194431913
2	207304417	207320117
6	163458346	163489064
8	163941858	163941967
1	302762853	302762930
4	25477546	25488438
2	136404854	136420617
2	219560262	219560493
7	13396714	13412874
1	265471473	265473947
2	50224805	50244742
8	177508230	177515091
9	155706107	155709882
2	238010457	238010625
3	119130867	119143749
4	12427601	12428369
3	197994981	197999704
4	194308727	194308815
5	1749657	1759129
6	27272455	27320952
3	1166719	1177432
5	50007351	50008473
8	88667694	88694043
10	127898017	127911381
4	237222753	237223115
1	273456649	273456975
6	157596516	157596598
5	197617296	197634838
8	17238916	17239038
1	35465973	35466230
4	244716867	244716984
10	121833915	121834098
4	7433316	7433391
9	115296557	115297384
6	133501013	133501616
8	95065376	95065519
7	151544776	151544888
9	58191823	58194387
10	89397269	89407509
4	209755810	209756156
9	112677979	112715346
4	128883691	128893878
4	240804637	240804801
3	48953496	48953646
3	10563801	10587282
4	57726293	57795936
2	163866103	163866178
1	279571991	279572360
10	60666317	60704823
9	32605698	32619343
4	123978141	123981080
7	139596643	139596655
4	123341790	123356969
9	20535155	20535352
2	236833608	236833860
5	180859087	180882136
2	112226999	112227071
1	19668723	19668844
9	53954370	53954721
3	69448552	69458177
6	29897699	29919104
1	180073313	180094472
2	242045835	242047200
4	176900930	176901010
7	92270721	92292738
6	8835229	8836278
10	97969446	97992696
1	140361459	140361586
5	161086571	161097398
9	25996585	25996782
8	17382433	17383475
7	117889353	117909594
6	82478736	82484151
3	132062205	132078445
2	71285890	71290704
8	132324288	132325352
2	208394650	208409534
2	148680992	148702391
2	227469555	227478807
6	119214971	119248280
10	7389843	7389940
5	213337681	213337952
3	181425435	181425732
5	204349822	204350082
5	23042607	23048501
9	93356484	93356561
9	39915913	39923308
7	154980422	155001740
5	178033984	178034352
3	63387039	63414016
8	179423178	179424698
2	97692172	97692527
1	55340858	55363485
6	23564623	23564805
1	201554705	201565510
2	47807559	47835381
5	178259702	178259817
9	45749316	45755403
8	135498804	135503499
8	39284150	39303943
4	106372690	106420968
3	122288991	122291662
4	158069831	158088529
10	38397909	38404761
9	22940862	22957419
3	53700427	53715776
1	86765889	86767477
1	86765889	86767477
1	86765889	86767477
4	46008473	46008742
6	56213008	56220005
1	111844192	111870443
2	6454924	6455285
8	29005602	29012489
3	186795267	186795400
6	129539099	129560530
5	198258873	198258993
5	84499980	84502826
7	180088668	180090205
3	43497449	43497889
2	24838589	24838660
2	202086256	202086438
3	153787991	153813109
4	74886873	74894647
3	219470433	219478799
10	136083954	136122301
7	146478376	146478492
2	175631390	175632522
2	200211015	200211365
3	46041073	46041999
4	115081899	115082184
1	250343724	250343791
9	7970957	8012430
7	17527237	17533469
10	130020111	130020194
2	182282272	182283502
4	188756080	188770513
7	142474652	142493647
3	146516778	146516890
5	218518611	218518721
8	172048135	172048335
B73V4_ctg62	26296	41598
7	165353102	165353202
4	92426812	92436779
4	149871483	149879968
5	154360161	154360353
2	201117101	201118392
8	2899455	2923772
3	225095851	225096135
1	81380003	81380013
5	110556990	110590943
2	8730989	8731112
1	42467335	42472293
5	186163935	186164663
4	183125737	183136062
4	5693853	5693863
2	217558102	217559493
2	153869860	153881962
7	178527923	178539253
2	41194354	41195631
4	118695116	118697120
2	22795061	22802917
7	169091991	169092834
4	127408699	127409771
2	109487696	109519204
10	64247968	64248094
4	152727421	152736924
3	11832282	11843101
1	10162315	10162353
2	179322528	179322617
6	39614672	39614767
10	113840667	113841752
8	18747108	18747462
2	219020094	219024806
4	204243204	204243387
7	2566851	2585351
2	231169780	231170130
5	116052498	116055233
1	210519838	210519985
10	31435535	31457050
2	188624183	188624246
2	188624183	188624246
4	174848614	174848841
5	108648191	108680770
7	161622896	161633644
10	52341382	52358381
2	61795171	61795264
3	149544878	149546728
3	219713651	219713810
4	25572426	25573659
2	182464529	182483101
4	40430284	40430375
3	227630922	227638584
6	80970249	80972650
3	196979815	196984683
1	222634330	222650717
2	224902206	224902585
10	89892216	89899307
8	156102668	156102875
3	229246657	229246729
8	173298524	173300366
1	40773965	40777537
1	246016963	246017455
2	16888916	16897968
9	140403210	140412751
4	166285255	166285355
1	221612950	221623461
6	170807958	170825098
4	149294598	149297602
6	125208026	125226304
5	30103771	30124366
10	117969783	117969927
6	141207737	141251942
4	241492508	241492579
1	278511071	278511242
1	294874053	294874121
5	190983435	190983449
8	159103369	159104944
8	159103369	159104944
7	121549612	121549957
7	116169664	116169971
4	123423214	123423312
4	151664616	151679811
2	132797048	132803108
5	133940359	133940462
4	178122750	178123311
1	1758837	1760428
2	159067616	159078940
3	203539817	203539900
3	4702544	4702614
2	60843177	60891594
1	80862321	80863709
8	23296921	23296984
4	202430273	202430353
2	201777618	201777799
9	24105073	24111630
2	171068282	171068380
8	14766057	14778595
9	111793431	111800708
1	15687488	15688049
2	188325055	188326334
2	242969481	242969606
5	21487452	21493825
2	17025717	17053182
3	68131388	68149444
8	1173098	1189399
6	41360287	41366012
1	302468552	302487179
2	161993181	162006487
1	281971043	281971153
6	133825957	133844633
2	146957018	146966171
8	128364525	128419004
10	85381321	85383556
6	46230298	46231249
6	123403800	123440099
5	223702162	223705692
6	163365576	163365810
5	163453134	163466712
3	208724795	208730660
5	84289448	84289467
5	167824697	167853230
9	110239333	110239343
4	187024284	187040278
1	249819756	249831170
10	122229913	122231084
4	180473667	180486928
3	204933769	204953244
3	63581996	63590560
8	144037789	144042352
8	151017923	151031101
6	140954822	140955003
8	37358697	37387417
2	231532615	231532714
10	11079413	11082417
5	89925295	89932662
4	206705131	206716341
6	114748012	114762600
5	190355168	190355314
3	33645427	33662553
2	195811119	195819197
5	172706905	172732479
2	206332611	206344397
2	75745574	75761324
2	57752426	57752507
2	49130344	49130414
10	120563803	120565397
1	86945844	86959164
2	102766713	102766781
4	239035823	239036102
7	132761983	132775185
7	126231979	126235686
9	127395279	127395836
4	91780541	91806981
5	19227440	19232365
2	135630967	135646813
4	980056	996191
2	69590148	69604109
2	56942729	56945241
2	135112758	135130043
10	79512122	79532154
10	68745834	68745998
4	154505587	154517949
8	78406159	78406483
8	80797574	80819567
9	13664893	13669756
6	108515729	108515839
9	25470755	25470867
6	85520767	85522004
7	121263569	121263820
2	58956938	58959666
9	29089642	29106588
8	67047393	67051153
1	242974776	242983088
4	199801351	199801452
9	154227463	154240490
4	228952286	228952392
4	165527254	165530247
7	67126238	67154420
7	124002048	124024032
9	87102737	87103253
8	178934228	178934383
4	62643975	62655756
4	18582073	18582211
2	182013024	182019244
3	75873852	75903777
1	31190449	31205442
9	120512915	120537069
8	84214409	84214632
9	90516168	90524720
5	206350264	206350419
8	7768687	7773340
4	171377868	171394251
6	97371300	97372127
8	72099265	72099335
6	128901704	128901822
3	229150896	229163395
9	2061846	2082300
4	133901029	133920041
5	32943803	32944108
4	6117418	6122627
5	138554386	138556431
4	192351097	192351278
9	43202913	43219742
10	79908076	79908326
7	155685246	155696485
10	146226639	146226859
4	58999839	59010158
3	220053239	220053473
8	120519577	120519691
8	134509927	134522625
5	217091830	217116360
3	164674839	164689850
2	73773999	73774785
5	134244995	134249751
1	196374516	196389691
1	200101174	200121489
6	114709259	114717869
7	149401222	149424853
8	19841441	19863527
6	87485061	87488730
2	136174961	136196651
10	1613528	1615656
4	233136835	233156861
4	160337825	160340055
7	44683384	44683508
1	35818061	35818168
5	127884274	127893164
3	197238576	197251751
1	267276441	267276655
9	154843536	154843823
3	110463375	110463674
9	112429402	112429457
2	12059626	12059819
5	186148431	186148794
10	140644651	140644694
6	71174487	71174977
1	172829550	172829635
6	100660473	100660754
6	16652207	16667918
1	146180810	146192456
7	171396243	171396546
2	162686600	162695336
7	33735932	33736163
5	146930682	146945855
9	5087599	5092823
3	1818074	1818143
6	143612323	143612509
10	93749242	93773529
4	133142559	133142678
4	150429948	150430040
1	66611276	66625991
1	155412224	155459339
1	253178196	253207107
3	21786961	21800355
6	123007566	123007656
6	7692812	7692875
5	21910383	21933065
7	122091703	122118453
3	181594333	181594456
9	8214113	8214324
8	125965782	125966189
1	36755647	36755704
3	16469933	16471760
3	16469933	16471760
7	152586228	152587440
4	207231876	207232002
10	56141756	56169101
1	41306071	41306501
10	25994063	26006940
7	50746563	50757479
4	186859919	186870338
6	112093215	112110272
1	208326400	208326966
2	220573192	220578690
4	189808598	189824052
4	33053317	33060926
5	146861819	146878027
10	124740174	124748578
7	151038193	151045157
5	1247474	1267372
4	11578199	11578498
8	180741996	180742128
4	102288607	102293082
3	129049291	129049911
8	109289114	109305164
5	122615750	122615813
4	172376593	172393235
7	37678583	37696387
5	2292514	2294163
3	140461354	140461624
6	163395542	163395673
9	141396280	141399797
2	202414356	202428840
3	223377017	223380738
6	147576469	147576544
4	31027006	31027236
8	174651144	174671395
2	225531471	225537559
7	162107088	162114788
1	108209453	108221512
2	85431058	85444689
5	98234057	98249672
9	88850179	88863027
6	146993621	147000694
5	32862446	32894498
8	21959625	21968017
1	45376550	45376787
10	57876211	57885440
6	135783399	135795024
5	63538758	63539071
8	20478523	20478704
2	149495459	149504760
2	34485281	34499898
2	147576199	147581301
3	41116196	41123569
4	32709875	32711933
3	172690464	172690638
7	180314065	180323614
5	13936968	13937055
1	5430863	5430931
7	41295340	41311032
8	98787021	98787378
6	88677735	88680637
5	180844626	180844985
5	67113662	67124467
2	149878349	149881864
8	180346306	180346410
4	133099286	133099486
1	242285350	242312794
5	64397016	64403242
1	121750499	121789083
4	193335446	193348232
1	245171674	245174353
4	225529397	225539724
1	198008049	198040677
2	105767798	105793219
5	46807516	46813944
4	107912284	107927010
1	32504365	32505681
4	229147477	229175766
10	122430907	122439399
1	215149584	215149719
7	16651315	16669185
1	298734941	298735125
4	16942865	16942956
8	162461255	162481156
5	6195262	6195613
3	13666453	13682033
2	175466923	175473790
9	16643348	16657371
6	52473641	52489791
4	4931327	4931421
3	138905955	138924957
6	143776859	143776991
4	173324163	173325220
2	207175180	207179828
9	21795098	21813332
1	267319791	267319985
1	9644313	9663700
3	207021563	207052991
6	157578971	157593721
5	145970974	145971018
2	183069266	183088644
2	211832333	211833651
9	130412530	130414330
1	52750150	52750412
9	13734932	13735049
B73V4_ctg193	505139	511956
2	131943575	131965019
1	3454639	3454764
1	210027969	210039895
4	157554593	157571012
2	228726551	228726639
6	86939725	86947967
5	32621539	32626028
1	196893849	196908130
3	176761966	176771687
9	150494159	150494246
10	89122877	89123820
2	66094646	66112504
8	12049464	12070978
4	110752742	110768471
2	209726120	209726470
3	21775404	21786338
5	76525130	76525257
6	87931494	87946656
10	126772617	126786178
6	104368852	104387808
1	3450239	3450312
8	170011644	170011842
9	105258970	105259326
6	130280254	130280394
5	173177396	173177577
8	178999302	179002657
6	144696217	144696380
3	21311721	21320933
1	228904751	228905020
3	222563315	222563435
4	156092759	156092881
2	243964635	243980936
9	124154582	124154719
2	196690261	196697458
5	36880336	36895321
3	138795338	138795740
1	292030766	292030836
2	101445685	101455649
9	133636531	133654598
5	91146081	91148159
1	84444282	84446595
5	31933732	31933863
5	13346749	13347178
1	45916077	45932860
1	150641566	150658218
3	125551747	125560245
B73V4_ctg54	51187	52252
1	71829695	71830058
6	85507162	85507654
1	200064167	200082514
2	82359166	82385534
2	49833227	49850630
6	68183764	68199575
